ligand_id,cluster_id
725,484.0
726,165.0
731,7928.0
734,7927.0
735,7926.0
738,17.0
740,1280.0
743,7925.0
744,25.0
747,7923.0
748,7922.0
754,1139.0
756,2109.0
757,1979.0
759,7919.0
762,7918.0
764,7917.0
768,712.0
770,7916.0
771,7915.0
774,392.0
782,1944.0
789,97.0
791,7908.0
792,1915.0
797,7905.0
799,222.0
800,1111.0
801,226.0
802,7903.0
803,7902.0
805,17.0
809,7898.0
810,349.0
812,7897.0
816,7894.0
821,7893.0
822,7892.0
827,7889.0
828,453.0
829,2108.0
833,234.0
835,7884.0
843,1190.0
848,7876.0
849,7875.0
852,287.0
854,36.0
856,7873.0
858,7871.0
860,7870.0
861,7869.0
862,7868.0
863,7867.0
864,7866.0
867,7864.0
873,10.0
874,7860.0
880,281.0
881,7856.0
882,1963.0
883,7855.0
884,7854.0
886,7853.0
888,7851.0
891,7848.0
892,7847.0
895,7846.0
899,7843.0
902,7841.0
903,1118.0
905,7839.0
906,7838.0
910,7835.0
912,7833.0
915,7832.0
921,7828.0
922,7827.0
923,7826.0
925,7825.0
926,7824.0
927,7823.0
928,7822.0
931,169.0
934,7819.0
936,7818.0
937,7817.0
938,7816.0
939,7815.0
944,2105.0
945,2105.0
948,7811.0
949,7810.0
955,7805.0
957,7804.0
958,7803.0
959,703.0
960,2104.0
962,7801.0
965,7800.0
966,1916.0
968,7798.0
970,1144.0
971,7796.0
972,7795.0
973,1143.0
974,7794.0
975,7793.0
984,7786.0
986,7784.0
989,7782.0
990,7781.0
991,1142.0
997,7778.0
1002,1142.0
1006,2019.0
1007,7773.0
1010,7770.0
1015,7765.0
1016,7764.0
1021,7761.0
1023,1621.0
1029,7755.0
1033,7751.0
1034,7750.0
1035,1244.0
1038,7748.0
1039,7747.0
1042,7744.0
1044,7742.0
1045,7741.0
1048,1611.0
1050,7739.0
1058,7732.0
1061,7729.0
1062,7728.0
1064,7726.0
1066,235.0
1067,828.0
1071,7721.0
1075,2098.0
1078,33.0
1080,7716.0
1083,7715.0
1084,320.0
1085,235.0
1086,828.0
1090,7714.0
1092,7713.0
1093,33.0
1095,320.0
1103,7711.0
1106,713.0
1110,7709.0
1112,7707.0
1117,7704.0
1118,7703.0
1121,7700.0
1122,7699.0
1124,7697.0
1126,1083.0
1127,7696.0
1128,7695.0
1133,277.0
1134,7691.0
1135,7690.0
1136,7689.0
1141,7687.0
1143,2097.0
1150,7685.0
1152,226.0
1153,2095.0
1154,121.0
1157,1013.0
1160,2027.0
1161,710.0
1168,7679.0
1170,1085.0
1173,713.0
1175,1139.0
1182,7671.0
1184,7669.0
1186,637.0
1192,7666.0
1195,7663.0
1198,7662.0
1206,7656.0
1207,7655.0
1208,7654.0
1212,7650.0
1214,7648.0
1215,33.0
1216,235.0
1217,498.0
1220,2094.0
1221,709.0
1222,7647.0
1225,7645.0
1227,7643.0
1229,7642.0
1232,7641.0
1235,7639.0
1238,1894.0
1239,7637.0
1240,7636.0
1241,7635.0
1242,7634.0
1244,7632.0
1245,7631.0
1247,7629.0
1249,7627.0
1250,7626.0
1252,7624.0
1253,7623.0
1257,7619.0
1258,2093.0
1262,7617.0
1263,7616.0
1267,7613.0
1271,708.0
1272,7612.0
1273,7611.0
1274,17.0
1275,7610.0
1276,7609.0
1277,7608.0
1282,7605.0
1283,7604.0
1284,7603.0
1285,1911.0
1292,7600.0
1293,7599.0
1296,7597.0
1299,374.0
1302,7595.0
1303,1006.0
1304,7594.0
1308,1110.0
1309,7591.0
1314,7586.0
1316,2088.0
1317,2088.0
1318,7584.0
1320,7582.0
1324,7581.0
1326,740.0
1327,1967.0
1332,7578.0
1335,1423.0
1336,7576.0
1338,7575.0
1339,7574.0
1341,7573.0
1343,7571.0
1344,7570.0
1348,1157.0
1351,7566.0
1352,2066.0
1353,7565.0
1358,7562.0
1361,7560.0
1362,2085.0
1363,7559.0
1364,7558.0
1368,7556.0
1370,7554.0
1371,2078.0
1373,7553.0
1387,706.0
1388,7543.0
1390,7542.0
1392,7540.0
1394,7538.0
1398,7534.0
1399,7533.0
1401,7532.0
1402,7531.0
1403,7530.0
1404,7529.0
1405,322.0
1407,1728.0
1410,7528.0
1411,2084.0
1412,7527.0
1420,441.0
1422,7524.0
1423,7523.0
1425,322.0
1427,2082.0
1430,7521.0
1431,455.0
1434,165.0
1437,718.0
1440,280.0
1447,1085.0
1448,718.0
1449,7513.0
1451,7511.0
1452,7510.0
1455,7508.0
1457,7506.0
1458,7505.0
1462,454.0
1464,7503.0
1468,7501.0
1470,2079.0
1472,7499.0
1475,1236.0
1478,7496.0
1479,7495.0
1482,7493.0
1485,7491.0
1488,7488.0
1490,7486.0
1492,2059.0
1493,33.0
1494,7484.0
1501,453.0
1506,7481.0
1508,715.0
1511,7480.0
1513,7478.0
1520,1668.0
1522,648.0
1523,7473.0
1527,7471.0
1528,7470.0
1530,7469.0
1536,7467.0
1539,1152.0
1543,679.0
1544,679.0
1545,7462.0
1547,7461.0
1548,7460.0
1549,7459.0
1550,46.0
1551,2075.0
1552,2074.0
1554,7458.0
1555,7457.0
1558,458.0
1562,2040.0
1563,7454.0
1565,2073.0
1572,7449.0
1579,7446.0
1582,7443.0
1584,1950.0
1587,7442.0
1588,7441.0
1590,17.0
1592,7438.0
1593,7437.0
1597,7433.0
1599,7431.0
1601,7430.0
1604,576.0
1607,2072.0
1613,5.0
1614,7425.0
1615,5.0
1616,1137.0
1617,7424.0
1618,2007.0
1628,7420.0
1629,7419.0
1630,1607.0
1633,7416.0
1634,7415.0
1636,7414.0
1639,71.0
1641,7412.0
1642,7411.0
1644,2071.0
1645,7410.0
1648,7408.0
1650,7407.0
1651,2070.0
1654,7406.0
1655,7405.0
1661,964.0
1662,703.0
1663,7401.0
1664,2069.0
1665,7400.0
1668,7397.0
1669,7396.0
1675,7392.0
1677,7390.0
1678,7389.0
1680,7388.0
1683,7385.0
1685,2068.0
1687,1136.0
1690,1135.0
1691,7382.0
1693,2066.0
1694,7380.0
1695,452.0
1698,2065.0
1700,7378.0
1702,236.0
1704,7376.0
1707,7374.0
1709,2064.0
1711,7371.0
1713,2064.0
1718,7366.0
1719,7365.0
1723,7361.0
1724,7360.0
1725,1132.0
1728,222.0
1731,7359.0
1733,7357.0
1737,226.0
1740,1709.0
1741,1984.0
1742,7354.0
1744,7353.0
1746,1135.0
1747,1135.0
1749,7351.0
1751,2045.0
1752,7349.0
1753,7348.0
1756,235.0
1757,235.0
1759,320.0
1761,7344.0
1762,2063.0
1763,2063.0
1764,7343.0
1766,7342.0
1770,771.0
1774,2061.0
1778,7336.0
1779,2060.0
1780,7335.0
1781,317.0
1786,1133.0
1787,1133.0
1789,1874.0
1793,7329.0
1795,7328.0
1796,122.0
1797,173.0
1800,7325.0
1805,701.0
1809,7320.0
1810,7319.0
1813,320.0
1815,7316.0
1817,7314.0
1820,7312.0
1827,2021.0
1828,7305.0
1833,7303.0
1839,7297.0
1840,7296.0
1841,7295.0
1842,696.0
1845,173.0
1850,699.0
1853,1995.0
1854,7293.0
1859,42.0
1860,49.0
1861,49.0
1864,7291.0
1867,7289.0
1870,7287.0
1873,7284.0
1875,7282.0
1876,7281.0
1877,7280.0
1878,1258.0
1881,7277.0
1882,7276.0
1886,7274.0
1890,1130.0
1892,7272.0
1894,7270.0
1895,7269.0
1900,222.0
1901,2057.0
1904,7266.0
1906,7264.0
1907,33.0
1908,7263.0
1910,1141.0
1912,7261.0
1913,7260.0
1914,7259.0
1916,229.0
1920,451.0
1929,7253.0
1933,2055.0
1936,7252.0
1937,7251.0
1938,7250.0
1940,166.0
1941,1121.0
1946,7246.0
1947,7245.0
1948,7244.0
1951,310.0
1954,7239.0
1955,7238.0
1959,7235.0
1961,7234.0
1964,7232.0
1965,340.0
1967,696.0
1970,7230.0
1971,7229.0
1978,49.0
1981,7224.0
1982,7223.0
1986,7222.0
1987,7221.0
1988,1977.0
1991,7218.0
1993,7217.0
1994,7216.0
1997,7214.0
1998,7213.0
1999,7212.0
2000,7211.0
2001,199.0
2008,7206.0
2009,319.0
2010,7205.0
2011,822.0
2014,353.0
2015,458.0
2019,7202.0
2020,1128.0
2022,1127.0
2027,693.0
2032,1230.0
2038,1125.0
2040,2041.0
2042,49.0
2048,316.0
2051,96.0
2056,7196.0
2059,33.0
2064,7190.0
2069,1484.0
2071,7185.0
2076,7184.0
2080,697.0
2083,43.0
2084,7180.0
2087,7178.0
2088,7177.0
2090,424.0
2093,26.0
2094,42.0
2099,7175.0
2102,57.0
2103,701.0
2105,7174.0
2106,701.0
2109,498.0
2111,7171.0
2114,7169.0
2115,1124.0
2116,7168.0
2125,2050.0
2126,7165.0
2127,97.0
2134,49.0
2137,1477.0
2141,7159.0
2145,235.0
2147,7156.0
2148,7155.0
2152,7151.0
2155,7148.0
2156,7147.0
2162,7144.0
2167,7141.0
2168,7140.0
2171,43.0
2172,173.0
2175,20.0
2186,20.0
2190,1184.0
2192,166.0
2193,1122.0
2196,7132.0
2197,7131.0
2198,7130.0
2200,1003.0
2204,7127.0
2206,7125.0
2207,7124.0
2208,2047.0
2210,7123.0
2216,2046.0
2217,574.0
2219,7117.0
2222,7116.0
2223,7115.0
2224,773.0
2231,2045.0
2234,450.0
2235,7109.0
2236,7108.0
2238,7106.0
2241,7104.0
2246,7099.0
2251,728.0
2252,7095.0
2253,7094.0
2256,2044.0
2257,692.0
2258,692.0
2262,7093.0
2264,7091.0
2265,312.0
2266,494.0
2272,1137.0
2273,7086.0
2276,522.0
2278,7084.0
2279,2042.0
2280,7083.0
2285,1277.0
2287,7079.0
2288,7078.0
2289,7077.0
2290,2041.0
2292,7075.0
2295,7072.0
2296,7071.0
2301,7066.0
2303,7065.0
2306,689.0
2307,7064.0
2309,7062.0
2314,922.0
2316,1765.0
2318,7056.0
2320,1119.0
2322,1630.0
2326,7052.0
2327,7051.0
2329,7050.0
2330,7049.0
2336,7047.0
2338,7045.0
2343,7041.0
2344,7040.0
2346,706.0
2347,42.0
2349,7038.0
2351,7037.0
2353,7036.0
2358,2040.0
2360,7032.0
2364,7030.0
2365,1134.0
2367,691.0
2370,7027.0
2372,691.0
2373,7025.0
2379,1030.0
2380,2039.0
2381,2038.0
2382,1831.0
2392,7021.0
2394,2035.0
2395,7019.0
2399,7018.0
2405,7014.0
2407,7013.0
2410,690.0
2412,7011.0
2414,7010.0
2417,7009.0
2418,691.0
2421,7007.0
2424,19.0
2426,1118.0
2427,7004.0
2429,449.0
2431,7003.0
2432,689.0
2433,1878.0
2434,2035.0
2435,7002.0
2439,2033.0
2442,6999.0
2444,6997.0
2449,2028.0
2452,6993.0
2453,168.0
2455,449.0
2456,6992.0
2458,6990.0
2459,6989.0
2460,6988.0
2462,1176.0
2465,6984.0
2466,6983.0
2467,1117.0
2468,10.0
2471,6982.0
2472,6981.0
2473,6980.0
2474,6979.0
2475,688.0
2476,449.0
2483,19.0
2484,6976.0
2485,6975.0
2487,6974.0
2491,6972.0
2493,6970.0
2494,592.0
2496,6968.0
2497,6967.0
2501,1708.0
2503,6963.0
2510,6959.0
2511,233.0
2515,6958.0
2519,6956.0
2520,2029.0
2522,2028.0
2524,6955.0
2528,6953.0
2529,569.0
2531,6952.0
2532,6951.0
2538,2027.0
2540,6944.0
2541,6943.0
2544,6941.0
2545,6940.0
2546,2026.0
2550,6939.0
2555,6936.0
2556,55.0
2557,55.0
2558,321.0
2565,446.0
2566,446.0
2567,42.0
2570,1819.0
2573,708.0
2574,708.0
2576,25.0
2583,6930.0
2587,315.0
2588,6929.0
2590,6927.0
2592,2024.0
2595,6926.0
2596,6925.0
2597,6924.0
2600,1056.0
2601,67.0
2604,6921.0
2608,6919.0
2611,6917.0
2612,6916.0
2613,677.0
2616,6913.0
2618,6912.0
2622,6910.0
2631,6904.0
2633,1554.0
2634,1021.0
2638,6899.0
2640,6897.0
2642,2022.0
2651,2021.0
2652,6891.0
2654,310.0
2657,6889.0
2661,1114.0
2663,19.0
2664,19.0
2665,340.0
2669,6886.0
2671,36.0
2674,6884.0
2675,6883.0
2683,1672.0
2684,846.0
2685,6881.0
2687,255.0
2690,6878.0
2692,6877.0
2706,6873.0
2709,2018.0
2715,1112.0
2716,6867.0
2719,6865.0
2720,687.0
2721,1976.0
2722,687.0
2725,6864.0
2726,37.0
2727,6863.0
2728,687.0
2730,6862.0
2731,166.0
2732,6861.0
2735,2017.0
2742,2015.0
2744,19.0
2746,36.0
2747,19.0
2748,19.0
2751,19.0
2753,315.0
2758,6857.0
2760,1115.0
2762,6854.0
2764,6853.0
2773,1974.0
2774,6846.0
2775,6845.0
2776,6844.0
2777,6843.0
2778,6842.0
2779,6841.0
2782,6838.0
2784,6837.0
2786,6835.0
2787,6834.0
2788,6833.0
2789,117.0
2791,951.0
2795,319.0
2799,6830.0
2800,6829.0
2801,965.0
2803,6828.0
2804,6827.0
2805,6826.0
2806,6825.0
2807,1111.0
2808,6824.0
2809,395.0
2822,36.0
2823,19.0
2825,19.0
2826,36.0
2827,6823.0
2829,6821.0
2831,6819.0
2834,6816.0
2835,6815.0
2838,93.0
2840,55.0
2841,2011.0
2842,150.0
2847,1110.0
2848,6813.0
2851,6812.0
2852,6811.0
2853,238.0
2859,765.0
2860,87.0
2861,122.0
2862,122.0
2863,6806.0
2864,6805.0
2869,6802.0
2870,685.0
2873,1109.0
2880,461.0
2881,661.0
2888,6796.0
2894,6793.0
2896,84.0
2899,1107.0
2900,6791.0
2905,84.0
2910,574.0
2911,6787.0
2915,19.0
2922,105.0
2923,6785.0
2925,683.0
2926,132.0
2927,683.0
2931,1025.0
2932,6784.0
2933,2009.0
2934,6783.0
2935,6782.0
2937,6780.0
2939,6779.0
2942,6776.0
2943,6775.0
2948,6771.0
2949,314.0
2950,165.0
2952,103.0
2953,103.0
2957,84.0
2958,84.0
2963,1102.0
2968,6766.0
2971,6763.0
2973,6762.0
2975,446.0
2976,446.0
2980,336.0
2988,682.0
2991,6759.0
2992,21.0
2993,6758.0
2994,6757.0
3000,792.0
3002,715.0
3003,445.0
3004,84.0
3005,391.0
3006,2006.0
3009,6753.0
3010,2005.0
3015,2004.0
3018,6751.0
3021,2003.0
3022,6750.0
3023,6749.0
3025,1888.0
3026,6748.0
3028,6747.0
3036,21.0
3037,6742.0
3039,6740.0
3045,2000.0
3046,6739.0
3048,6737.0
3049,6736.0
3050,1092.0
3053,494.0
3059,6733.0
3062,443.0
3066,6730.0
3067,42.0
3068,1098.0
3069,674.0
3070,674.0
3071,6729.0
3077,97.0
3082,6724.0
3083,6723.0
3084,1998.0
3085,1998.0
3089,6720.0
3092,1805.0
3095,6717.0
3097,334.0
3098,117.0
3100,658.0
3101,6715.0
3102,6714.0
3105,6711.0
3106,6710.0
3110,6708.0
3112,6707.0
3114,6706.0
3119,1996.0
3123,1995.0
3125,1994.0
3129,830.0
3130,6701.0
3131,6700.0
3133,6699.0
3135,1961.0
3137,1992.0
3138,6698.0
3142,6694.0
3144,6693.0
3152,1097.0
3154,21.0
3156,83.0
3157,12.0
3158,12.0
3161,12.0
3162,6691.0
3164,6689.0
3169,434.0
3171,1991.0
3172,101.0
3174,1990.0
3175,6687.0
3177,6685.0
3179,6684.0
3180,6683.0
3184,6679.0
3185,1989.0
3186,12.0
3187,12.0
3192,6676.0
3197,6674.0
3198,6673.0
3206,6666.0
3207,6665.0
3208,6664.0
3209,1988.0
3211,161.0
3216,6660.0
3217,6659.0
3224,228.0
3227,6654.0
3229,6653.0
3230,6652.0
3231,6651.0
3234,1777.0
3237,71.0
3239,1987.0
3242,1173.0
3243,6648.0
3245,6647.0
3246,6646.0
3247,680.0
3249,1986.0
3252,6645.0
3253,1268.0
3254,6644.0
3255,6643.0
3258,6641.0
3260,1095.0
3262,1985.0
3263,6638.0
3264,6637.0
3265,6636.0
3269,6633.0
3271,693.0
3274,6630.0
3279,6629.0
3280,6628.0
3281,6627.0
3282,6626.0
3284,6625.0
3295,6621.0
3297,6620.0
3298,1094.0
3300,6618.0
3302,192.0
3305,6615.0
3310,6611.0
3312,6609.0
3315,164.0
3319,6608.0
3321,6607.0
3323,678.0
3326,4.0
3327,6606.0
3329,1753.0
3331,6603.0
3332,13.0
3336,1981.0
3339,1093.0
3341,6599.0
3342,6598.0
3343,6597.0
3344,6596.0
3345,13.0
3347,6595.0
3352,6592.0
3353,6591.0
3357,18.0
3360,1980.0
3361,6589.0
3366,678.0
3369,6585.0
3376,6583.0
3377,6582.0
3379,6580.0
3383,16.0
3384,440.0
3386,220.0
3388,440.0
3389,1968.0
3392,6579.0
3393,6578.0
3395,17.0
3396,163.0
3399,6575.0
3400,6574.0
3401,1091.0
3402,6573.0
3404,6571.0
3405,6570.0
3406,6569.0
3410,13.0
3411,6566.0
3413,6565.0
3416,6563.0
3418,232.0
3419,921.0
3425,6558.0
3426,224.0
3428,6557.0
3431,6556.0
3432,6555.0
3437,315.0
3438,187.0
3439,187.0
3441,6552.0
3448,6547.0
3449,6546.0
3451,187.0
3452,187.0
3453,6544.0
3454,6543.0
3457,6542.0
3459,6540.0
3461,6538.0
3462,6537.0
3464,1975.0
3465,1975.0
3466,1974.0
3467,6535.0
3468,6534.0
3471,6531.0
3479,6527.0
3481,6525.0
3483,6524.0
3485,6522.0
3487,6521.0
3492,6517.0
3493,1053.0
3494,6516.0
3495,6515.0
3498,6512.0
3499,6511.0
3504,6508.0
3506,6507.0
3509,1599.0
3510,6505.0
3512,6504.0
3514,6502.0
3516,6501.0
3528,232.0
3531,1886.0
3535,6489.0
3538,25.0
3540,13.0
3545,6486.0
3553,459.0
3556,1088.0
3559,1965.0
3561,139.0
3563,6480.0
3568,676.0
3574,164.0
3575,6478.0
3577,6477.0
3580,675.0
3581,675.0
3584,889.0
3590,69.0
3592,6474.0
3595,6471.0
3596,6470.0
3597,1160.0
3598,6469.0
3599,1964.0
3604,6467.0
3607,6464.0
3608,6463.0
3611,6461.0
3613,6459.0
3619,674.0
3622,1084.0
3624,673.0
3628,1134.0
3629,6454.0
3636,1962.0
3641,6448.0
3642,6447.0
3646,87.0
3648,6444.0
3649,438.0
3650,117.0
3660,6442.0
3662,617.0
3664,6439.0
3666,287.0
3668,6436.0
3669,6435.0
3670,1020.0
3672,1083.0
3677,1082.0
3678,6431.0
3680,6429.0
3683,6426.0
3691,1960.0
3693,6423.0
3696,1250.0
3697,6421.0
3698,6420.0
3702,6416.0
3703,6415.0
3706,6412.0
3710,6410.0
3712,6409.0
3715,6406.0
3716,6405.0
3717,6404.0
3718,1081.0
3723,6401.0
3726,6399.0
3727,6398.0
3729,6397.0
3730,6396.0
3736,1958.0
3737,6391.0
3738,6390.0
3741,1957.0
3744,6387.0
3745,6386.0
3751,117.0
3754,460.0
3755,6381.0
3761,6377.0
3762,6376.0
3763,6375.0
3764,6374.0
3777,6365.0
3783,6360.0
3785,6359.0
3786,6358.0
3787,6357.0
3789,6355.0
3791,231.0
3792,6353.0
3793,1080.0
3797,333.0
3799,6349.0
3801,6347.0
3802,6346.0
3803,6345.0
3805,6344.0
3808,6342.0
3810,6340.0
3813,6338.0
3815,6336.0
3816,6335.0
3817,1791.0
3819,6334.0
3820,1938.0
3823,1953.0
3828,6328.0
3829,6327.0
3831,6325.0
3834,1078.0
3837,1070.0
3840,1070.0
3841,6323.0
3844,4.0
3847,1079.0
3848,725.0
3850,4.0
3851,4.0
3856,125.0
3857,669.0
3858,6322.0
3859,6321.0
3860,6320.0
3862,4.0
3866,102.0
3867,671.0
3869,871.0
3870,1079.0
3873,435.0
3874,6318.0
3878,6316.0
3883,6314.0
3890,1144.0
3892,6310.0
3894,597.0
3895,313.0
3897,483.0
3898,6308.0
3899,6307.0
3902,1548.0
3903,6304.0
3904,6303.0
3906,6302.0
3907,6301.0
3913,6296.0
3916,6293.0
3918,1949.0
3919,6292.0
3921,6290.0
3922,6289.0
3924,6288.0
3926,6286.0
3928,1948.0
3929,1743.0
3931,6284.0
3934,6282.0
3940,220.0
3942,229.0
3943,229.0
3950,1077.0
3951,1945.0
3953,486.0
3954,486.0
3955,6272.0
3957,928.0
3958,704.0
3959,6270.0
3961,549.0
3963,734.0
3965,6266.0
3967,6265.0
3970,6263.0
3971,1934.0
3972,6262.0
3975,650.0
3977,6259.0
3978,1147.0
3983,447.0
3985,6254.0
3990,6251.0
3991,6250.0
3994,953.0
4001,6244.0
4006,6243.0
4008,12.0
4009,6242.0
4011,6240.0
4012,1885.0
4015,57.0
4018,6237.0
4019,182.0
4020,1943.0
4022,57.0
4023,182.0
4024,6236.0
4027,6233.0
4031,6229.0
4034,311.0
4036,803.0
4037,1076.0
4038,545.0
4045,527.0
4046,6223.0
4047,6222.0
4053,163.0
4055,6218.0
4056,6217.0
4057,6216.0
4058,6215.0
4061,6213.0
4063,6212.0
4066,6211.0
4070,310.0
4075,165.0
4087,6199.0
4088,6198.0
4089,161.0
4091,1144.0
4094,434.0
4095,434.0
4101,6194.0
4103,6192.0
4105,6191.0
4108,6189.0
4111,6187.0
4112,1940.0
4118,6184.0
4121,1937.0
4127,6179.0
4129,1074.0
4130,1074.0
4133,1602.0
4138,1936.0
4140,6175.0
4145,1935.0
4148,1490.0
4154,6167.0
4155,6166.0
4157,6165.0
4158,1933.0
4159,6164.0
4161,1932.0
4167,1673.0
4168,826.0
4169,6160.0
4174,123.0
4177,228.0
4178,228.0
4186,667.0
4188,667.0
4189,667.0
4191,666.0
4192,666.0
4193,666.0
4195,6155.0
4197,161.0
4200,6154.0
4201,20.0
4203,1931.0
4204,6153.0
4206,6151.0
4210,6147.0
4218,6141.0
4219,655.0
4220,6140.0
4221,1073.0
4223,1930.0
4224,655.0
4230,335.0
4231,15.0
4234,15.0
4237,15.0
4238,6137.0
4240,6136.0
4245,6132.0
4246,6131.0
4249,1071.0
4253,6127.0
4254,6126.0
4258,434.0
4261,6121.0
4264,6118.0
4265,69.0
4266,69.0
4267,69.0
4270,6117.0
4273,1070.0
4281,6112.0
4285,438.0
4289,534.0
4291,6109.0
4292,101.0
4293,6108.0
4296,1325.0
4299,1927.0
4302,662.0
4303,120.0
4305,120.0
4306,1923.0
4307,120.0
4309,1926.0
4310,120.0
4312,1069.0
4313,1069.0
4318,1924.0
4326,99.0
4328,6100.0
4329,99.0
4331,99.0
4332,6099.0
4337,433.0
4343,710.0
4349,6092.0
4354,1075.0
4358,6089.0
4364,6087.0
4366,6086.0
4367,6085.0
4381,6081.0
4382,6080.0
4383,6079.0
4384,598.0
4386,598.0
4390,6077.0
4393,964.0
4399,6076.0
4403,6075.0
4405,70.0
4407,6074.0
4413,269.0
4416,6071.0
4424,69.0
4425,160.0
4426,24.0
4428,160.0
4430,6066.0
4432,665.0
4438,136.0
4440,6065.0
4442,24.0
4443,1039.0
4444,305.0
4445,241.0
4446,72.0
4447,6064.0
4450,983.0
4455,1829.0
4458,592.0
4463,664.0
4465,1061.0
4466,6056.0
4470,6054.0
4474,6051.0
4478,6050.0
4481,1067.0
4483,6046.0
4491,57.0
4494,6043.0
4496,1916.0
4497,6042.0
4498,1915.0
4502,6039.0
4504,1183.0
4506,6037.0
4507,6036.0
4509,1066.0
4513,6033.0
4515,1914.0
4516,1914.0
4517,1065.0
4522,6032.0
4523,6031.0
4524,6030.0
4526,1899.0
4527,6029.0
4530,6028.0
4532,6026.0
4535,1845.0
4537,6024.0
4538,226.0
4542,1064.0
4545,6022.0
4546,6021.0
4548,6019.0
4551,432.0
4554,432.0
4555,663.0
4557,432.0
4558,663.0
4564,120.0
4565,662.0
4573,1913.0
4575,6015.0
4582,1095.0
4583,1062.0
4586,6014.0
4587,741.0
4594,6011.0
4595,6010.0
4596,953.0
4597,119.0
4606,6008.0
4608,6007.0
4610,6006.0
4614,1911.0
4616,6003.0
4621,158.0
4623,1342.0
4626,6001.0
4629,6000.0
4635,5998.0
4639,5995.0
4642,5993.0
4643,5992.0
4644,5991.0
4646,1910.0
4649,118.0
4653,41.0
4654,41.0
4657,24.0
4662,41.0
4663,41.0
4664,5989.0
4667,24.0
4668,41.0
4670,24.0
