ligand_id,set,Butina_clusters
494,train,1148.0
495,train,8026.0
498,train,8024.0
500,train,8022.0
501,train,8021.0
503,train,1154.0
506,train,8019.0
508,train,8017.0
510,train,2031.0
512,train,2118.0
513,train,8016.0
515,train,25.0
516,train,8014.0
520,train,8013.0
523,train,8011.0
524,train,1271.0
526,train,8009.0
527,train,47.0
528,train,8008.0
529,train,8007.0
530,train,8006.0
532,train,2117.0
533,train,765.0
534,train,8004.0
535,train,8003.0
537,train,8002.0
542,train,2116.0
546,train,737.0
551,train,7997.0
553,train,46.0
556,train,7995.0
559,train,1444.0
562,train,1153.0
564,train,7994.0
568,train,7991.0
573,train,325.0
574,train,7989.0
579,train,2115.0
580,train,7988.0
583,train,371.0
584,train,1146.0
585,train,2115.0
586,train,7987.0
587,train,7986.0
589,train,7985.0
591,train,1153.0
592,train,7984.0
595,train,7981.0
596,train,459.0
598,train,1151.0
599,train,7980.0
600,train,143.0
601,train,1679.0
602,train,859.0
603,train,1989.0
609,train,323.0
611,train,7979.0
613,train,1921.0
614,train,7978.0
615,train,7977.0
617,train,7976.0
619,train,7974.0
620,train,2075.0
624,train,7972.0
626,train,7970.0
627,train,322.0
630,train,7969.0
631,train,1565.0
633,train,1146.0
637,train,7967.0
641,train,73.0
642,train,7966.0
643,train,7965.0
646,train,7964.0
647,train,7963.0
648,train,7962.0
650,train,7960.0
651,train,7959.0
653,train,7958.0
659,train,12.0
660,train,7956.0
667,train,1851.0
668,train,7954.0
671,train,7952.0
672,train,1148.0
676,train,705.0
678,train,7951.0
680,train,7950.0
681,train,7949.0
683,train,7948.0
684,train,7947.0
686,train,2113.0
687,train,459.0
688,train,869.0
690,train,7945.0
691,train,7944.0
694,train,2112.0
697,train,237.0
699,train,7941.0
700,train,713.0
701,train,7940.0
702,train,1876.0
704,train,1939.0
705,train,859.0
707,train,7938.0
708,train,7937.0
709,train,1955.0
710,train,1847.0
711,train,1146.0
712,train,21.0
714,train,7936.0
716,train,7935.0
718,train,7934.0
719,train,7933.0
721,train,2110.0
722,train,7932.0
725,train,484.0
726,train,165.0
731,train,7928.0
734,train,7927.0
735,train,7926.0
738,train,17.0
740,train,1280.0
743,train,7925.0
744,train,25.0
745,train,7924.0
747,train,7923.0
748,train,7922.0
752,train,7920.0
753,train,280.0
754,train,1139.0
756,train,2109.0
757,train,1979.0
759,train,7919.0
761,train,1936.0
762,train,7918.0
764,train,7917.0
766,train,712.0
768,train,712.0
770,train,7916.0
771,train,7915.0
774,train,392.0
778,train,1303.0
781,train,7911.0
782,train,1944.0
783,train,7910.0
786,train,7909.0
787,train,319.0
789,train,97.0
790,train,19.0
791,train,7908.0
792,train,1915.0
795,train,7907.0
797,train,7905.0
799,train,222.0
800,train,1111.0
801,train,226.0
802,train,7903.0
803,train,7902.0
804,train,7901.0
805,train,17.0
809,train,7898.0
810,train,349.0
811,train,169.0
812,train,7897.0
816,train,7894.0
820,train,19.0
821,train,7893.0
822,train,7892.0
827,train,7889.0
828,train,453.0
829,train,2108.0
830,train,7888.0
831,train,7887.0
833,train,234.0
835,train,7884.0
841,train,7880.0
843,train,1190.0
845,train,1908.0
848,train,7876.0
849,train,7875.0
852,train,287.0
854,train,36.0
856,train,7873.0
858,train,7871.0
860,train,7870.0
861,train,7869.0
862,train,7868.0
863,train,7867.0
864,train,7866.0
867,train,7864.0
871,train,7861.0
873,train,10.0
874,train,7860.0
875,train,7859.0
879,train,7857.0
880,train,281.0
881,train,7856.0
882,train,1963.0
883,train,7855.0
884,train,7854.0
886,train,7853.0
888,train,7851.0
889,train,7850.0
891,train,7848.0
892,train,7847.0
895,train,7846.0
897,train,7845.0
898,train,7844.0
899,train,7843.0
902,train,7841.0
903,train,1118.0
905,train,7839.0
906,train,7838.0
907,train,7837.0
910,train,7835.0
911,train,7834.0
912,train,7833.0
915,train,7832.0
918,train,7830.0
921,train,7828.0
922,train,7827.0
923,train,7826.0
924,train,1276.0
925,train,7825.0
926,train,7824.0
927,train,7823.0
928,train,7822.0
929,train,2100.0
930,train,7821.0
931,train,169.0
934,train,7819.0
936,train,7818.0
937,train,7817.0
938,train,7816.0
939,train,7815.0
941,train,7813.0
944,train,2105.0
945,train,2105.0
947,train,1137.0
948,train,7811.0
949,train,7810.0
950,train,7809.0
955,train,7805.0
956,train,1632.0
957,train,7804.0
958,train,7803.0
959,train,703.0
960,train,2104.0
962,train,7801.0
964,train,2103.0
965,train,7800.0
966,train,1916.0
968,train,7798.0
969,train,7797.0
970,train,1144.0
971,train,7796.0
972,train,7795.0
973,train,1143.0
974,train,7794.0
975,train,7793.0
982,train,7788.0
984,train,7786.0
986,train,7784.0
989,train,7782.0
990,train,7781.0
991,train,1142.0
993,train,7780.0
994,train,7779.0
997,train,7778.0
998,train,7777.0
1001,train,1142.0
1002,train,1142.0
1006,train,2019.0
1007,train,7773.0
1010,train,7770.0
1011,train,7769.0
1014,train,7766.0
1015,train,7765.0
1016,train,7764.0
1019,train,7762.0
1021,train,7761.0
1023,train,1621.0
1025,train,7759.0
1029,train,7755.0
1032,train,7752.0
1033,train,7751.0
1034,train,7750.0
1035,train,1244.0
1038,train,7748.0
1039,train,7747.0
1040,train,7746.0
1042,train,7744.0
1044,train,7742.0
1045,train,7741.0
1048,train,1611.0
1049,train,7740.0
1050,train,7739.0
1053,train,7736.0
1057,train,7733.0
1058,train,7732.0
1060,train,7730.0
1061,train,7729.0
1062,train,7728.0
1064,train,7726.0
1065,train,7725.0
1066,train,235.0
1067,train,828.0
1071,train,7721.0
1072,train,7720.0
1073,train,7719.0
1074,train,2101.0
1075,train,2098.0
1078,train,33.0
1080,train,7716.0
1081,train,711.0
1083,train,7715.0
1084,train,320.0
1085,train,235.0
1086,train,828.0
1088,train,875.0
1090,train,7714.0
1092,train,7713.0
1093,train,33.0
1095,train,320.0
1100,train,790.0
1102,train,7712.0
1103,train,7711.0
1106,train,713.0
1107,train,7710.0
1109,train,679.0
1110,train,7709.0
1112,train,7707.0
1117,train,7704.0
1118,train,7703.0
1119,train,7702.0
1120,train,7701.0
1121,train,7700.0
1122,train,7699.0
1124,train,7697.0
1126,train,1083.0
1127,train,7696.0
1128,train,7695.0
1130,train,2099.0
1131,train,7693.0
1133,train,277.0
1134,train,7691.0
1135,train,7690.0
1136,train,7689.0
1137,train,2098.0
1141,train,7687.0
1142,train,2094.0
1143,train,2097.0
1144,train,2097.0
1147,train,511.0
1149,train,2096.0
1150,train,7685.0
1152,train,226.0
1153,train,2095.0
1154,train,121.0
1157,train,1013.0
1159,train,1011.0
1160,train,2027.0
1161,train,710.0
1164,train,7682.0
1166,train,457.0
1168,train,7679.0
1170,train,1085.0
1171,train,7677.0
1172,train,7676.0
1173,train,713.0
1174,train,231.0
1175,train,1139.0
1176,train,7675.0
1180,train,7673.0
1182,train,7671.0
1184,train,7669.0
1186,train,637.0
1187,train,1725.0
1192,train,7666.0
1193,train,7665.0
1194,train,7664.0
1195,train,7663.0
1198,train,7662.0
1206,train,7656.0
1207,train,7655.0
1208,train,7654.0
1209,train,7653.0
1210,train,7652.0
1211,train,7651.0
1212,train,7650.0
1213,train,7649.0
1214,train,7648.0
1215,train,33.0
1216,train,235.0
1217,train,498.0
1220,train,2094.0
1221,train,709.0
1222,train,7647.0
1224,train,7646.0
1225,train,7645.0
1227,train,7643.0
1228,train,1140.0
1229,train,7642.0
1232,train,7641.0
1234,train,7640.0
1235,train,7639.0
1238,train,1894.0
1239,train,7637.0
1240,train,7636.0
1241,train,7635.0
1242,train,7634.0
1244,train,7632.0
1245,train,7631.0
1247,train,7629.0
1249,train,7627.0
1250,train,7626.0
1251,train,7625.0
1252,train,7624.0
1253,train,7623.0
1255,train,7621.0
1256,train,7620.0
1257,train,7619.0
1258,train,2093.0
1259,train,2093.0
1261,train,2092.0
1262,train,7617.0
1263,train,7616.0
1264,train,7615.0
1266,train,7614.0
1267,train,7613.0
1268,train,2091.0
1271,train,708.0
1272,train,7612.0
1273,train,7611.0
1274,train,17.0
1275,train,7610.0
1276,train,7609.0
1277,train,7608.0
1280,train,707.0
1282,train,7605.0
1283,train,7604.0
1284,train,7603.0
1285,train,1911.0
1289,train,7601.0
1292,train,7600.0
1293,train,7599.0
1296,train,7597.0
1299,train,374.0
1300,train,319.0
1302,train,7595.0
1303,train,1006.0
1304,train,7594.0
1306,train,1122.0
1308,train,1110.0
1309,train,7591.0
1314,train,7586.0
1316,train,2088.0
1317,train,2088.0
1318,train,7584.0
1320,train,7582.0
1321,train,2087.0
1324,train,7581.0
1326,train,740.0
1327,train,1967.0
1331,train,7579.0
1332,train,7578.0
1333,train,2069.0
1334,train,7577.0
1335,train,1423.0
1336,train,7576.0
1338,train,7575.0
1339,train,7574.0
1341,train,7573.0
1342,train,7572.0
1343,train,7571.0
1344,train,7570.0
1346,train,7569.0
1348,train,1157.0
1349,train,7567.0
1351,train,7566.0
1352,train,2066.0
1353,train,7565.0
1358,train,7562.0
1361,train,7560.0
1362,train,2085.0
1363,train,7559.0
1364,train,7558.0
1366,train,1092.0
1368,train,7556.0
1370,train,7554.0
1371,train,2078.0
1373,train,7553.0
1379,train,7549.0
1382,train,7547.0
1387,train,706.0
1388,train,7543.0
1390,train,7542.0
1392,train,7540.0
1394,train,7538.0
1398,train,7534.0
1399,train,7533.0
1401,train,7532.0
1402,train,7531.0
1403,train,7530.0
1404,train,7529.0
1405,train,322.0
1406,train,322.0
1407,train,1728.0
1410,train,7528.0
1411,train,2084.0
1412,train,7527.0
1420,train,441.0
1422,train,7524.0
1423,train,7523.0
1424,train,322.0
1425,train,322.0
1426,train,7522.0
1427,train,2082.0
1428,train,2081.0
1430,train,7521.0
1431,train,455.0
1434,train,165.0
1437,train,718.0
1439,train,705.0
1440,train,280.0
1442,train,7516.0
1444,train,7514.0
1447,train,1085.0
1448,train,718.0
1449,train,7513.0
1451,train,7511.0
1452,train,7510.0
1454,train,1933.0
1455,train,7508.0
1456,train,7507.0
1457,train,7506.0
1458,train,7505.0
1462,train,454.0
1464,train,7503.0
1467,train,7502.0
1468,train,7501.0
1470,train,2079.0
1472,train,7499.0
1475,train,1236.0
1478,train,7496.0
1479,train,7495.0
1480,train,7494.0
1481,train,1889.0
1482,train,7493.0
1485,train,7491.0
1487,train,7489.0
1488,train,7488.0
1489,train,7487.0
1490,train,7486.0
1492,train,2059.0
1493,train,33.0
1494,train,7484.0
1498,train,49.0
1499,train,7483.0
1500,train,453.0
1501,train,453.0
1502,train,7482.0
1506,train,7481.0
1508,train,715.0
1511,train,7480.0
1513,train,7478.0
1520,train,1668.0
1522,train,648.0
1523,train,7473.0
1527,train,7471.0
1528,train,7470.0
1530,train,7469.0
1531,train,127.0
1536,train,7467.0
1537,train,2076.0
1539,train,1152.0
1541,train,7464.0
1543,train,679.0
1544,train,679.0
1545,train,7462.0
1547,train,7461.0
1548,train,7460.0
1549,train,7459.0
1550,train,46.0
1551,train,2075.0
1552,train,2074.0
1554,train,7458.0
1555,train,7457.0
1557,train,7456.0
1558,train,458.0
1562,train,2040.0
1563,train,7454.0
1565,train,2073.0
1570,train,7451.0
1572,train,7449.0
1574,train,466.0
1579,train,7446.0
1582,train,7443.0
1584,train,1950.0
1587,train,7442.0
1588,train,7441.0
1590,train,17.0
1591,train,7439.0
1592,train,7438.0
1593,train,7437.0
1595,train,7435.0
1596,train,7434.0
1597,train,7433.0
1598,train,7432.0
1599,train,7431.0
1601,train,7430.0
1602,train,1041.0
1604,train,576.0
1607,train,2072.0
1608,train,2072.0
1611,train,7427.0
1613,train,5.0
1614,train,7425.0
1615,train,5.0
1616,train,1137.0
1617,train,7424.0
1618,train,2007.0
1628,train,7420.0
1629,train,7419.0
1630,train,1607.0
1631,train,7418.0
1633,train,7416.0
1634,train,7415.0
1636,train,7414.0
1638,train,7413.0
1639,train,71.0
1641,train,7412.0
1642,train,7411.0
1644,train,2071.0
1645,train,7410.0
1648,train,7408.0
1650,train,7407.0
1651,train,2070.0
1653,train,1972.0
1654,train,7406.0
1655,train,7405.0
1658,train,7403.0
1661,train,964.0
1662,train,703.0
1663,train,7401.0
1664,train,2069.0
1665,train,7400.0
1667,train,7398.0
1668,train,7397.0
1669,train,7396.0
1670,train,7395.0
1675,train,7392.0
1677,train,7390.0
1678,train,7389.0
1680,train,7388.0
1683,train,7385.0
1685,train,2068.0
1687,train,1136.0
1688,train,7383.0
1689,train,2067.0
1690,train,1135.0
1691,train,7382.0
1693,train,2066.0
1694,train,7380.0
1695,train,452.0
1698,train,2065.0
1700,train,7378.0
1702,train,236.0
1704,train,7376.0
1705,train,7375.0
1707,train,7374.0
1709,train,2064.0
1711,train,7371.0
1713,train,2064.0
1715,train,7369.0
1718,train,7366.0
1719,train,7365.0
1722,train,7362.0
1723,train,7361.0
1724,train,7360.0
1725,train,1132.0
1728,train,222.0
1729,train,1994.0
1731,train,7359.0
1732,train,7358.0
1733,train,7357.0
1737,train,226.0
1738,train,226.0
1739,train,7355.0
1740,train,1709.0
1741,train,1984.0
1742,train,7354.0
1744,train,7353.0
1746,train,1135.0
1747,train,1135.0
1749,train,7351.0
1750,train,7350.0
1751,train,2045.0
1752,train,7349.0
1753,train,7348.0
1755,train,7346.0
1756,train,235.0
1757,train,235.0
1758,train,320.0
1759,train,320.0
1761,train,7344.0
1762,train,2063.0
1763,train,2063.0
1764,train,7343.0
1766,train,7342.0
1767,train,2062.0
1770,train,771.0
1771,train,7340.0
1774,train,2061.0
1775,train,7337.0
1778,train,7336.0
1779,train,2060.0
1780,train,7335.0
1781,train,317.0
1782,train,7334.0
1783,train,7333.0
1786,train,1133.0
1787,train,1133.0
1789,train,1874.0
1791,train,700.0
1792,train,314.0
1793,train,7329.0
1794,train,702.0
1795,train,7328.0
1796,train,122.0
1797,train,173.0
1798,train,7327.0
1799,train,7326.0
1800,train,7325.0
1805,train,701.0
1807,train,7322.0
1809,train,7320.0
1810,train,7319.0
1811,train,7318.0
1813,train,320.0
1815,train,7316.0
1816,train,7315.0
1817,train,7314.0
1819,train,7313.0
1820,train,7312.0
1824,train,7308.0
1827,train,2021.0
1828,train,7305.0
1833,train,7303.0
1839,train,7297.0
1840,train,7296.0
1841,train,7295.0
1842,train,696.0
1844,train,1130.0
1845,train,173.0
1850,train,699.0
1853,train,1995.0
1854,train,7293.0
1855,train,2058.0
1859,train,42.0
1860,train,49.0
1861,train,49.0
1864,train,7291.0
1865,train,1133.0
1866,train,7290.0
1867,train,7289.0
1870,train,7287.0
1871,train,7286.0
1872,train,7285.0
1873,train,7284.0
1875,train,7282.0
1876,train,7281.0
1877,train,7280.0
1878,train,1258.0
1880,train,7278.0
1881,train,7277.0
1882,train,7276.0
1886,train,7274.0
1887,train,1221.0
1890,train,1130.0
1892,train,7272.0
1894,train,7270.0
1895,train,7269.0
1897,train,7268.0
1900,train,222.0
1901,train,2057.0
1903,train,93.0
1904,train,7266.0
1905,train,7265.0
1906,train,7264.0
1907,train,33.0
1908,train,7263.0
1910,train,1141.0
1912,train,7261.0
1913,train,7260.0
1914,train,7259.0
1916,train,229.0
1917,train,7257.0
1920,train,451.0
1923,train,7255.0
1925,train,698.0
1929,train,7253.0
1933,train,2055.0
1936,train,7252.0
1937,train,7251.0
1938,train,7250.0
1940,train,166.0
1941,train,1121.0
1944,train,7247.0
1946,train,7246.0
1947,train,7245.0
1948,train,7244.0
1949,train,7243.0
1951,train,310.0
1954,train,7239.0
1955,train,7238.0
1956,train,98.0
1959,train,7235.0
1961,train,7234.0
1964,train,7232.0
1965,train,340.0
1966,train,7231.0
1967,train,696.0
1970,train,7230.0
1971,train,7229.0
1972,train,7228.0
1978,train,49.0
1980,train,7225.0
1981,train,7224.0
1982,train,7223.0
1986,train,7222.0
1987,train,7221.0
1988,train,1977.0
1989,train,7220.0
1991,train,7218.0
1993,train,7217.0
1994,train,7216.0
1997,train,7214.0
1998,train,7213.0
1999,train,7212.0
2000,train,7211.0
2001,train,199.0
2002,train,7210.0
2006,train,7208.0
2008,train,7206.0
2009,train,319.0
2010,train,7205.0
2011,train,822.0
2012,train,7204.0
2013,train,1549.0
2014,train,353.0
2015,train,458.0
2018,train,468.0
2019,train,7202.0
2020,train,1128.0
2022,train,1127.0
2027,train,693.0
2028,train,1126.0
2032,train,1230.0
2033,train,693.0
2036,train,693.0
2038,train,1125.0
2040,train,2041.0
2042,train,49.0
2048,train,316.0
2050,train,2053.0
2051,train,96.0
2056,train,7196.0
2059,train,33.0
2061,train,7193.0
2062,train,7192.0
2063,train,7191.0
2064,train,7190.0
2065,train,7189.0
2068,train,7187.0
2069,train,1484.0
2070,train,7186.0
2071,train,7185.0
2073,train,2012.0
2076,train,7184.0
2077,train,7183.0
2080,train,697.0
2083,train,43.0
2084,train,7180.0
2087,train,7178.0
2088,train,7177.0
2089,train,2052.0
2090,train,424.0
2092,train,42.0
2093,train,26.0
2094,train,42.0
2096,train,7176.0
2099,train,7175.0
2102,train,57.0
2103,train,701.0
2105,train,7174.0
2106,train,701.0
2109,train,498.0
2111,train,7171.0
2114,train,7169.0
2115,train,1124.0
2116,train,7168.0
2117,train,98.0
2125,train,2050.0
2126,train,7165.0
2127,train,97.0
2128,train,2050.0
2132,train,7164.0
2134,train,49.0
2135,train,7163.0
2136,train,7162.0
2137,train,1477.0
2138,train,7161.0
2140,train,117.0
2141,train,7159.0
2145,train,235.0
2146,train,7157.0
2147,train,7156.0
2148,train,7155.0
2152,train,7151.0
2155,train,7148.0
2156,train,7147.0
2162,train,7144.0
2165,train,103.0
2167,train,7141.0
2168,train,7140.0
2170,train,7139.0
2171,train,43.0
2172,train,173.0
2175,train,20.0
2186,train,20.0
2188,train,7135.0
2190,train,1184.0
2192,train,166.0
2193,train,1122.0
2196,train,7132.0
2197,train,7131.0
2198,train,7130.0
2200,train,1003.0
2204,train,7127.0
2206,train,7125.0
2207,train,7124.0
2208,train,2047.0
2209,train,1121.0
2210,train,7123.0
2211,train,7122.0
2212,train,7121.0
2215,train,7118.0
2216,train,2046.0
2217,train,574.0
2219,train,7117.0
2220,train,239.0
2222,train,7116.0
2223,train,7115.0
2224,train,773.0
2226,train,7114.0
2231,train,2045.0
2232,train,7111.0
2234,train,450.0
2235,train,7109.0
2236,train,7108.0
2237,train,7107.0
2238,train,7106.0
2239,train,491.0
2241,train,7104.0
2244,train,7101.0
2246,train,7099.0
2250,train,238.0
2251,train,728.0
2252,train,7095.0
2253,train,7094.0
2256,train,2044.0
2257,train,692.0
2258,train,692.0
2262,train,7093.0
2263,train,7092.0
2264,train,7091.0
2265,train,312.0
2266,train,494.0
2267,train,7090.0
2270,train,7088.0
2272,train,1137.0
2273,train,7086.0
2275,train,7085.0
2276,train,522.0
2277,train,692.0
2278,train,7084.0
2279,train,2042.0
2280,train,7083.0
2283,train,7081.0
2285,train,1277.0
2287,train,7079.0
2288,train,7078.0
2289,train,7077.0
2290,train,2041.0
2292,train,7075.0
2295,train,7072.0
2296,train,7071.0
2299,train,7068.0
2301,train,7066.0
2302,train,56.0
2303,train,7065.0
2304,train,1120.0
2306,train,689.0
2307,train,7064.0
2309,train,7062.0
2314,train,922.0
2316,train,1765.0
2317,train,7057.0
2318,train,7056.0
2320,train,1119.0
2322,train,1630.0
2324,train,7053.0
2325,train,1783.0
2326,train,7052.0
2327,train,7051.0
2329,train,7050.0
2330,train,7049.0
2335,train,18.0
2336,train,7047.0
2338,train,7045.0
2340,train,7043.0
2341,train,7042.0
2343,train,7041.0
2344,train,7040.0
2346,train,706.0
2347,train,42.0
2349,train,7038.0
2350,train,220.0
2351,train,7037.0
2353,train,7036.0
2355,train,93.0
2358,train,2040.0
2360,train,7032.0
2361,train,232.0
2364,train,7030.0
2365,train,1134.0
2366,train,7029.0
2367,train,691.0
2370,train,7027.0
2372,train,691.0
2373,train,7025.0
2374,train,1119.0
2379,train,1030.0
2380,train,2039.0
2381,train,2038.0
2382,train,1831.0
2390,train,162.0
2392,train,7021.0
2393,train,7020.0
2394,train,2035.0
2395,train,7019.0
2399,train,7018.0
2402,train,7016.0
2403,train,436.0
2405,train,7014.0
2407,train,7013.0
2408,train,7012.0
2409,train,2037.0
2410,train,690.0
2412,train,7011.0
2414,train,7010.0
2417,train,7009.0
2418,train,691.0
2421,train,7007.0
2422,train,7006.0
2424,train,19.0
2426,train,1118.0
2427,train,7004.0
2429,train,449.0
2431,train,7003.0
2432,train,689.0
2433,train,1878.0
2434,train,2035.0
2435,train,7002.0
2436,train,2034.0
2439,train,2033.0
2440,train,7001.0
2441,train,7000.0
2442,train,6999.0
2444,train,6997.0
2445,train,2032.0
2449,train,2028.0
2452,train,6993.0
2453,train,168.0
2455,train,449.0
2456,train,6992.0
2457,train,6991.0
2458,train,6990.0
2459,train,6989.0
2460,train,6988.0
2462,train,1176.0
2463,train,6986.0
2465,train,6984.0
2466,train,6983.0
2467,train,1117.0
2468,train,10.0
2470,train,448.0
2471,train,6982.0
2472,train,6981.0
2473,train,6980.0
2474,train,6979.0
2475,train,688.0
2476,train,449.0
2483,train,19.0
2484,train,6976.0
2485,train,6975.0
2487,train,6974.0
2491,train,6972.0
2492,train,6971.0
2493,train,6970.0
2494,train,592.0
2495,train,6969.0
2496,train,6968.0
2497,train,6967.0
2498,train,6966.0
2500,train,770.0
2501,train,1708.0
2503,train,6963.0
2505,train,685.0
2506,train,6961.0
2510,train,6959.0
2511,train,233.0
2515,train,6958.0
2516,train,6957.0
2519,train,6956.0
2520,train,2029.0
2522,train,2028.0
2524,train,6955.0
2525,train,6954.0
2528,train,6953.0
2529,train,569.0
2531,train,6952.0
2532,train,6951.0
2533,train,6950.0
2536,train,6947.0
2537,train,6946.0
2538,train,2027.0
2539,train,6945.0
2540,train,6944.0
2541,train,6943.0
2544,train,6941.0
2545,train,6940.0
2546,train,2026.0
2550,train,6939.0
2552,train,6938.0
2555,train,6936.0
2556,train,55.0
2557,train,55.0
2558,train,321.0
2563,train,6935.0
2564,train,374.0
2565,train,446.0
2566,train,446.0
2567,train,42.0
2569,train,2014.0
2570,train,1819.0
2573,train,708.0
2574,train,708.0
2576,train,25.0
2577,train,6934.0
2581,train,6931.0
2583,train,6930.0
2586,train,315.0
2587,train,315.0
2588,train,6929.0
2590,train,6927.0
2592,train,2024.0
2593,train,2023.0
2595,train,6926.0
2596,train,6925.0
2597,train,6924.0
2600,train,1056.0
2601,train,67.0
2603,train,6922.0
2604,train,6921.0
2607,train,144.0
2608,train,6919.0
2609,train,6918.0
2611,train,6917.0
2612,train,6916.0
2613,train,677.0
2616,train,6913.0
2617,train,465.0
2618,train,6912.0
2622,train,6910.0
2628,train,6907.0
2630,train,6905.0
2631,train,6904.0
2633,train,1554.0
2634,train,1021.0
2637,train,6900.0
2638,train,6899.0
2639,train,6898.0
2640,train,6897.0
2642,train,2022.0
2647,train,1270.0
2651,train,2021.0
2652,train,6891.0
2654,train,310.0
2657,train,6889.0
2659,train,6888.0
2661,train,1114.0
2663,train,19.0
2664,train,19.0
2665,train,340.0
2666,train,374.0
2668,train,121.0
2669,train,6886.0
2671,train,36.0
2674,train,6884.0
2675,train,6883.0
2683,train,1672.0
2684,train,846.0
2685,train,6881.0
2687,train,255.0
2689,train,6879.0
2690,train,6878.0
2692,train,6877.0
2693,train,1857.0
2696,train,1001.0
2697,train,1848.0
2705,train,6874.0
2706,train,6873.0
2709,train,2018.0
2711,train,6870.0
2715,train,1112.0
2716,train,6867.0
2717,train,6866.0
2719,train,6865.0
2720,train,687.0
2721,train,1976.0
2722,train,687.0
