ligand_id,set,Butina_clusters
883,test,7855.0
889,test,7850.0
890,test,7849.0
895,test,7846.0
905,test,7839.0
907,test,7837.0
920,test,7829.0
931,test,169.0
936,test,7818.0
939,test,7815.0
947,test,1137.0
954,test,7806.0
957,test,7804.0
960,test,2104.0
961,test,7802.0
965,test,7800.0
968,test,7798.0
972,test,7795.0
978,test,7791.0
982,test,7788.0
985,test,7785.0
986,test,7784.0
988,test,7783.0
989,test,7782.0
1009,test,7771.0
1015,test,7765.0
1021,test,7761.0
1027,test,7757.0
1028,test,7756.0
1029,test,7755.0
1041,test,7745.0
1042,test,7744.0
1044,test,7742.0
1046,test,395.0
1070,test,7722.0
1072,test,7720.0
1073,test,7719.0
1075,test,2098.0
1084,test,320.0
1092,test,7713.0
1095,test,320.0
1098,test,97.0
1100,test,790.0
1103,test,7711.0
1118,test,7703.0
1120,test,7701.0
1124,test,7697.0
1125,test,1954.0
1126,test,1083.0
1129,test,7694.0
1135,test,7690.0
1137,test,2098.0
1143,test,2097.0
1144,test,2097.0
1147,test,511.0
1148,test,7686.0
1161,test,710.0
1174,test,231.0
1177,test,96.0
1194,test,7664.0
1195,test,7663.0
1210,test,7652.0
1213,test,7649.0
1217,test,498.0
1226,test,7644.0
1236,test,498.0
1239,test,7637.0
1240,test,7636.0
1242,test,7634.0
1247,test,7629.0
1255,test,7621.0
1257,test,7619.0
1258,test,2093.0
1259,test,2093.0
1262,test,7617.0
1264,test,7615.0
1267,test,7613.0
1283,test,7604.0
1302,test,7595.0
1307,test,7592.0
1309,test,7591.0
1326,test,740.0
1337,test,42.0
1349,test,7567.0
1358,test,7562.0
1360,test,1105.0
1363,test,7559.0
1366,test,1092.0
1367,test,685.0
1382,test,7547.0
1386,test,7544.0
1388,test,7543.0
1402,test,7531.0
1403,test,7530.0
1412,test,7527.0
1429,test,455.0
1431,test,455.0
1432,test,686.0
1439,test,705.0
1442,test,7516.0
1452,test,7510.0
1470,test,2079.0
1471,test,2079.0
1472,test,7499.0
1474,test,7498.0
1476,test,7497.0
1481,test,1889.0
1498,test,49.0
1502,test,7482.0
1504,test,1980.0
1505,test,323.0
1508,test,715.0
1538,test,7466.0
1539,test,1152.0
1542,test,7463.0
1559,test,7455.0
1567,test,7453.0
1591,test,7439.0
1592,test,7438.0
1597,test,7433.0
1599,test,7431.0
1602,test,1041.0
1604,test,576.0
1611,test,7427.0
1616,test,1137.0
1617,test,7424.0
1629,test,7419.0
1655,test,7405.0
1668,test,7397.0
1674,test,7393.0
1687,test,1136.0
1690,test,1135.0
1694,test,7380.0
1710,test,7372.0
1715,test,7369.0
1726,test,937.0
1727,test,588.0
1736,test,7356.0
1739,test,7355.0
1746,test,1135.0
1747,test,1135.0
1758,test,320.0
1759,test,320.0
1761,test,7344.0
1769,test,7341.0
1772,test,7339.0
1775,test,7337.0
1781,test,317.0
1791,test,700.0
1797,test,173.0
1800,test,7325.0
1808,test,7321.0
1809,test,7320.0
1813,test,320.0
1819,test,7313.0
1821,test,7311.0
1823,test,7309.0
1825,test,7307.0
1845,test,173.0
1848,test,700.0
1854,test,7293.0
1857,test,49.0
1859,test,42.0
1860,test,49.0
1861,test,49.0
1867,test,7289.0
1868,test,1131.0
1874,test,7283.0
1876,test,7281.0
1916,test,229.0
1922,test,20.0
1925,test,698.0
1929,test,7253.0
1936,test,7252.0
1939,test,7249.0
1942,test,7248.0
1944,test,7247.0
1951,test,310.0
1963,test,697.0
1976,test,49.0
1978,test,49.0
1980,test,7225.0
1991,test,7218.0
1995,test,150.0
1999,test,7212.0
2001,test,199.0
2008,test,7206.0
2014,test,353.0
2016,test,7203.0
2040,test,2041.0
2042,test,49.0
2043,test,49.0
2051,test,96.0
2064,test,7190.0
2071,test,7185.0
2073,test,2012.0
2075,test,1105.0
2080,test,697.0
2092,test,42.0
2094,test,42.0
2095,test,42.0
2102,test,57.0
2108,test,7172.0
2109,test,498.0
2110,test,395.0
2116,test,7168.0
2126,test,7165.0
2127,test,97.0
2129,test,97.0
2132,test,7164.0
2134,test,49.0
2136,test,7162.0
2147,test,7156.0
2148,test,7155.0
2150,test,7153.0
2158,test,7146.0
2163,test,7143.0
2164,test,447.0
2169,test,20.0
2172,test,173.0
2175,test,20.0
2178,test,7137.0
2183,test,7136.0
2186,test,20.0
2190,test,1184.0
2200,test,1003.0
2211,test,7122.0
2216,test,2046.0
2227,test,7113.0
2232,test,7111.0
2233,test,7110.0
2235,test,7109.0
2236,test,7108.0
2243,test,7102.0
2245,test,7100.0
2253,test,7094.0
2255,test,2044.0
2256,test,2044.0
2268,test,7089.0
2272,test,1137.0
2273,test,7086.0
2278,test,7084.0
2282,test,7082.0
2287,test,7079.0
2289,test,7077.0
2290,test,2041.0
2292,test,7075.0
2293,test,7074.0
2308,test,7063.0
2326,test,7052.0
2328,test,884.0
2330,test,7049.0
2335,test,18.0
2347,test,42.0
2348,test,449.0
2349,test,7038.0
2354,test,168.0
2357,test,7034.0
2364,test,7030.0
2377,test,1030.0
2379,test,1030.0
2380,test,2039.0
2403,test,436.0
2408,test,7012.0
2412,test,7011.0
2421,test,7007.0
2422,test,7006.0
2427,test,7004.0
2428,test,449.0
2429,test,449.0
2441,test,7000.0
2446,test,1003.0
2447,test,234.0
2449,test,2028.0
2453,test,168.0
2455,test,449.0
2458,test,6990.0
2461,test,6987.0
2462,test,1176.0
2466,test,6983.0
2472,test,6981.0
2476,test,449.0
2487,test,6974.0
2501,test,1708.0
2505,test,685.0
2506,test,6961.0
2518,test,942.0
2521,test,455.0
2522,test,2028.0
2524,test,6955.0
2537,test,6946.0
2541,test,6943.0
2545,test,6940.0
2550,test,6939.0
2558,test,321.0
2567,test,42.0
2579,test,96.0
2583,test,6930.0
2588,test,6929.0
2590,test,6927.0
2611,test,6917.0
2622,test,6910.0
2623,test,6909.0
2632,test,6903.0
2643,test,6896.0
2650,test,6892.0
2652,test,6891.0
2653,test,310.0
2654,test,310.0
2655,test,310.0
2658,test,310.0
2659,test,6888.0
2674,test,6884.0
2675,test,6883.0
2679,test,323.0
2682,test,6882.0
2684,test,846.0
2685,test,6881.0
2694,test,439.0
2700,test,1897.0
2706,test,6873.0
2707,test,6872.0
2713,test,6869.0
2716,test,6867.0
2720,test,687.0
2722,test,687.0
2727,test,6863.0
2728,test,687.0
2729,test,687.0
2730,test,6862.0
2736,test,2016.0
2755,test,6859.0
2757,test,6858.0
2764,test,6853.0
2767,test,6851.0
2773,test,1974.0
2776,test,6844.0
2777,test,6843.0
2778,test,6842.0
2779,test,6841.0
2780,test,6840.0
2788,test,6833.0
2801,test,965.0
2804,test,6827.0
2805,test,6826.0
2807,test,1111.0
2809,test,395.0
2831,test,6819.0
2832,test,6818.0
2835,test,6815.0
2839,test,2012.0
2842,test,150.0
2852,test,6811.0
2855,test,6809.0
2859,test,765.0
2868,test,686.0
2870,test,685.0
2884,test,6797.0
2891,test,6794.0
2911,test,6787.0
2912,test,351.0
2916,test,447.0
2917,test,447.0
2918,test,447.0
2924,test,229.0
2926,test,132.0
2928,test,1844.0
2929,test,1105.0
2931,test,1025.0
2932,test,6784.0
2945,test,6774.0
2947,test,6772.0
2954,test,6770.0
2961,test,6767.0
2971,test,6763.0
2980,test,336.0
2983,test,798.0
2994,test,6757.0
3002,test,715.0
3010,test,2005.0
3018,test,6751.0
3023,test,6749.0
3032,test,1267.0
3038,test,6741.0
3040,test,2002.0
3041,test,355.0
3048,test,6737.0
3050,test,1092.0
3055,test,6735.0
3060,test,6732.0
3061,test,259.0
3063,test,240.0
3064,test,70.0
3067,test,42.0
3075,test,97.0
3077,test,97.0
3082,test,6724.0
3087,test,6722.0
3089,test,6720.0
3091,test,6718.0
3097,test,334.0
3101,test,6715.0
3102,test,6714.0
3105,test,6711.0
3107,test,6709.0
3130,test,6701.0
3131,test,6700.0
3135,test,1961.0
3142,test,6694.0
3149,test,57.0
3163,test,6690.0
3172,test,101.0
3173,test,101.0
3180,test,6683.0
3185,test,1989.0
3188,test,101.0
3195,test,6675.0
3200,test,6671.0
3206,test,6666.0
3207,test,6665.0
3209,test,1988.0
3214,test,6662.0
3222,test,6657.0
3230,test,6652.0
3234,test,1777.0
3246,test,6646.0
3247,test,680.0
3254,test,6644.0
3257,test,6642.0
3260,test,1095.0
3263,test,6638.0
3265,test,6636.0
3267,test,6635.0
3272,test,6632.0
3275,test,1041.0
3304,test,6616.0
3306,test,6614.0
3321,test,6607.0
3327,test,6606.0
3328,test,6605.0
3329,test,1753.0
3331,test,6603.0
3333,test,6602.0
3340,test,348.0
3341,test,6599.0
3344,test,6596.0
3348,test,6594.0
3357,test,18.0
3358,test,18.0
3359,test,6590.0
3360,test,1980.0
3361,test,6589.0
3364,test,6587.0
3368,test,6586.0
3375,test,1092.0
3376,test,6583.0
3397,test,6577.0
3398,test,6576.0
3414,test,6564.0
3416,test,6563.0
3417,test,6562.0
3432,test,6555.0
3453,test,6544.0
3454,test,6543.0
3457,test,6542.0
3466,test,1974.0
3467,test,6535.0
3474,test,455.0
3490,test,6519.0
3494,test,6516.0
3499,test,6511.0
3501,test,6510.0
3503,test,6509.0
3520,test,6499.0
3521,test,1487.0
3526,test,6495.0
3542,test,1111.0
3548,test,6484.0
3553,test,459.0
3554,test,6481.0
3555,test,439.0
3564,test,536.0
3566,test,1086.0
3570,test,6479.0
3591,test,1393.0
3601,test,6468.0
3607,test,6464.0
3627,test,1095.0
3631,test,1963.0
3635,test,6450.0
3664,test,6439.0
3672,test,1083.0
3677,test,1082.0
3684,test,1961.0
3696,test,1250.0
3699,test,6419.0
3700,test,6418.0
3701,test,6417.0
3703,test,6415.0
3706,test,6412.0
3711,test,668.0
3715,test,6406.0
3716,test,6405.0
3721,test,6402.0
3723,test,6401.0
3728,test,1928.0
3735,test,6392.0
3739,test,6389.0
3744,test,6387.0
3746,test,6385.0
3764,test,6374.0
3771,test,1954.0
3778,test,6364.0
3791,test,231.0
3792,test,6353.0
3804,test,437.0
3807,test,6343.0
3811,test,6339.0
3814,test,6337.0
3828,test,6328.0
3833,test,1784.0
3836,test,6324.0
3842,test,102.0
3846,test,871.0
3849,test,102.0
3852,test,436.0
3853,test,436.0
3854,test,436.0
3857,test,669.0
3866,test,102.0
3868,test,102.0
3869,test,871.0
3874,test,6318.0
3877,test,6317.0
3889,test,6312.0
3892,test,6310.0
3909,test,493.0
3915,test,6294.0
3917,test,1949.0
3918,test,1949.0
3921,test,6290.0
3926,test,6286.0
3934,test,6282.0
3938,test,710.0
3942,test,229.0
3943,test,229.0
3959,test,6270.0
3963,test,734.0
3968,test,6264.0
3976,test,6260.0
3983,test,447.0
3985,test,6254.0
4002,test,58.0
4009,test,6242.0
4015,test,57.0
4019,test,182.0
4020,test,1943.0
4022,test,57.0
4023,test,182.0
4025,test,6235.0
4027,test,6233.0
4029,test,6231.0
4041,test,669.0
4043,test,6224.0
4047,test,6222.0
4054,test,6219.0
4058,test,6215.0
4065,test,790.0
4070,test,310.0
4072,test,6207.0
4081,test,668.0
4082,test,6203.0
4085,test,6201.0
4098,test,669.0
4110,test,846.0
4121,test,1937.0
4122,test,1737.0
4139,test,6176.0
4145,test,1935.0
4146,test,1935.0
4149,test,6170.0
4152,test,6168.0
4154,test,6167.0
4166,test,6161.0
4167,test,1673.0
4175,test,1161.0
4194,test,1931.0
4195,test,6155.0
4201,test,20.0
4203,test,1931.0
4204,test,6153.0
4214,test,6144.0
4215,test,320.0
4222,test,6139.0
4226,test,1054.0
4242,test,6135.0
4246,test,6131.0
4256,test,6124.0
4287,test,1928.0
4292,test,101.0
4297,test,1799.0
4299,test,1927.0
4300,test,6104.0
4308,test,6103.0
4312,test,1069.0
4313,test,1069.0
4314,test,1069.0
4315,test,1925.0
4316,test,1925.0
4317,test,1924.0
4318,test,1924.0
4325,test,6101.0
4343,test,710.0
4374,test,6083.0
4381,test,6081.0
4390,test,6077.0
4405,test,70.0
4414,test,6072.0
4426,test,24.0
4442,test,24.0
4455,test,1829.0
4460,test,6060.0
4465,test,1061.0
4491,test,57.0
4499,test,6041.0
4504,test,1183.0
4517,test,1065.0
4531,test,6027.0
4533,test,6025.0
4541,test,6023.0
4542,test,1064.0
4544,test,1064.0
4553,test,431.0
4556,test,431.0
4559,test,431.0
4561,test,431.0
4567,test,1064.0
4575,test,6015.0
4577,test,1063.0
4582,test,1095.0
4587,test,741.0
4597,test,119.0
4601,test,431.0
4605,test,1052.0
4610,test,6006.0
4613,test,6004.0
4620,test,1061.0
4621,test,158.0
4624,test,6002.0
4637,test,5997.0
4642,test,5993.0
4643,test,5992.0
4648,test,24.0
4650,test,24.0
4652,test,24.0
4655,test,24.0
4657,test,24.0
4659,test,24.0
4661,test,24.0
4667,test,24.0
4669,test,24.0
4670,test,24.0
4671,test,24.0
4672,test,157.0
4675,test,157.0
4686,test,5986.0
4688,test,5984.0
4691,test,5982.0
4697,test,5981.0
4698,test,5980.0
4700,test,5978.0
4701,test,157.0
4702,test,24.0
4706,test,1891.0
4722,test,1052.0
4727,test,24.0
4728,test,58.0
4729,test,231.0
4731,test,5971.0
4735,test,1906.0
4740,test,886.0
4741,test,5967.0
4743,test,886.0
4744,test,1252.0
4746,test,24.0
4754,test,5965.0
4766,test,5960.0
4771,test,5957.0
4778,test,1903.0
4779,test,1903.0
4780,test,741.0
4782,test,536.0
4785,test,5951.0
4794,test,5947.0
4797,test,5945.0
4801,test,5942.0
4808,test,5939.0
4810,test,223.0
4811,test,223.0
4812,test,223.0
4813,test,1897.0
4814,test,5937.0
4820,test,5933.0
4837,test,680.0
4838,test,1895.0
4849,test,427.0
4850,test,427.0
4851,test,427.0
4852,test,427.0
4854,test,1055.0
4857,test,1055.0
4865,test,1054.0
4866,test,1054.0
4883,test,5916.0
4884,test,5915.0
4886,test,5914.0
4893,test,1601.0
4896,test,1891.0
4900,test,5909.0
4903,test,5907.0
4905,test,5905.0
4908,test,5902.0
4918,test,1889.0
4919,test,511.0
4922,test,5897.0
4924,test,5895.0
4940,test,5891.0
4960,test,5884.0
4964,test,5881.0
4972,test,5878.0
4978,test,5876.0
4991,test,5872.0
4992,test,34.0
4995,test,5869.0
5000,test,5868.0
5009,test,119.0
5010,test,119.0
5011,test,119.0
5012,test,119.0
5013,test,119.0
5014,test,119.0
5015,test,119.0
5024,test,5859.0
5037,test,223.0
5038,test,223.0
5058,test,5848.0
5071,test,439.0
5072,test,439.0
5074,test,5841.0
5079,test,248.0
5087,test,169.0
5088,test,651.0
5095,test,334.0
5096,test,5830.0
5117,test,234.0
5121,test,5825.0
5126,test,5823.0
5131,test,705.0
5145,test,1052.0
5157,test,5809.0
5166,test,1880.0
5174,test,5804.0
5181,test,1879.0
5185,test,1879.0
5200,test,5797.0
5201,test,5796.0
5205,test,5794.0
5207,test,5793.0
5213,test,1050.0
5230,test,1049.0
5234,test,1049.0
5249,test,1699.0
5250,test,1876.0
5256,test,234.0
5259,test,1035.0
5271,test,5768.0
5273,test,1873.0
5276,test,5767.0
5279,test,1046.0
5281,test,5765.0
5291,test,5761.0
5292,test,5760.0
5294,test,646.0
5300,test,420.0
5302,test,1871.0
5303,test,5758.0
5305,test,420.0
5309,test,5756.0
5322,test,5753.0
5323,test,5752.0
5341,test,5750.0
5345,test,1541.0
5351,test,645.0
5352,test,645.0
5353,test,645.0
5371,test,265.0
5374,test,5737.0
5377,test,416.0
5381,test,416.0
5383,test,1867.0
5395,test,416.0
5407,test,1042.0
5411,test,5727.0
5418,test,5724.0
5429,test,1041.0
5431,test,5718.0
5434,test,5715.0
5436,test,5714.0
5443,test,1859.0
5449,test,5711.0
5456,test,5707.0
5469,test,5705.0
5473,test,5703.0
5476,test,5701.0
5482,test,5698.0
5483,test,5697.0
5485,test,5696.0
5517,test,5687.0
5524,test,5684.0
5525,test,5683.0
5531,test,5678.0
5539,test,5675.0
5553,test,5669.0
5555,test,5668.0
5559,test,5665.0
5574,test,5657.0
5575,test,5656.0
5577,test,1438.0
5580,test,5652.0
5596,test,5647.0
5622,test,1849.0
5625,test,94.0
5627,test,94.0
5628,test,94.0
5629,test,94.0
5631,test,395.0
5633,test,5641.0
5634,test,5640.0
5647,test,1035.0
5674,test,5627.0
5678,test,66.0
5679,test,66.0
5681,test,66.0
5683,test,66.0
5684,test,66.0
5685,test,66.0
5686,test,66.0
5687,test,66.0
5688,test,66.0
5690,test,1844.0
5694,test,66.0
5697,test,66.0
5707,test,5618.0
5708,test,298.0
5709,test,298.0
5710,test,1033.0
5711,test,298.0
5712,test,298.0
5713,test,298.0
5714,test,298.0
5715,test,1032.0
5716,test,1032.0
5718,test,5617.0
5722,test,5615.0
5727,test,1841.0
5734,test,5613.0
5735,test,5612.0
5753,test,5603.0
5763,test,5598.0
5770,test,5593.0
5778,test,323.0
5787,test,5584.0
5788,test,96.0
5789,test,96.0
5791,test,96.0
5792,test,96.0
5794,test,5581.0
5795,test,1497.0
5804,test,66.0
5807,test,1030.0
5817,test,5576.0
5818,test,317.0
5828,test,5572.0
5831,test,1829.0
5833,test,5568.0
5845,test,5562.0
5848,test,1028.0
5856,test,32.0
5860,test,1826.0
5863,test,1826.0
5876,test,5553.0
5880,test,5552.0
5887,test,5551.0
5895,test,5547.0
5896,test,1510.0
5908,test,1026.0
5909,test,1026.0
5912,test,1025.0
5913,test,5542.0
5914,test,1025.0
5929,test,81.0
5951,test,158.0
5955,test,353.0
5967,test,630.0
5968,test,630.0
5969,test,1816.0
5973,test,5531.0
5981,test,1816.0
5986,test,5526.0
5990,test,439.0
5994,test,5524.0
5999,test,489.0
6014,test,437.0
6017,test,913.0
6021,test,5514.0
6023,test,629.0
6024,test,629.0
6025,test,629.0
6028,test,629.0
6036,test,1018.0
6042,test,1018.0
6046,test,5506.0
6059,test,628.0
6060,test,628.0
6061,test,1018.0
6069,test,1812.0
6070,test,1812.0
6076,test,150.0
6077,test,5491.0
6093,test,5485.0
6098,test,1017.0
6101,test,101.0
6110,test,5476.0
6134,test,410.0
6136,test,410.0
6137,test,410.0
6138,test,410.0
6139,test,410.0
6141,test,5466.0
6147,test,81.0
6149,test,81.0
6150,test,295.0
6151,test,81.0
6152,test,81.0
6155,test,81.0
6156,test,81.0
6157,test,81.0
6158,test,81.0
6160,test,81.0
6162,test,81.0
6191,test,5454.0
6208,test,5446.0
6213,test,1802.0
6216,test,5440.0
6218,test,80.0
6220,test,80.0
6221,test,80.0
6223,test,80.0
6226,test,80.0
6229,test,80.0
6230,test,218.0
6231,test,218.0
6234,test,80.0
6235,test,1012.0
6238,test,1012.0
6246,test,5437.0
6255,test,80.0
6256,test,5435.0
6261,test,1799.0
6275,test,5424.0
6277,test,5423.0
6287,test,624.0
6288,test,624.0
6290,test,624.0
6291,test,624.0
6297,test,34.0
6298,test,34.0
6299,test,34.0
6300,test,34.0
6308,test,5415.0
6316,test,5412.0
6321,test,5409.0
6327,test,5406.0
6349,test,1009.0
6350,test,1009.0
6365,test,101.0
6378,test,34.0
6379,test,5394.0
6404,test,326.0
6432,test,1792.0
6433,test,1792.0
6440,test,5384.0
6444,test,133.0
6464,test,5382.0
6466,test,5381.0
6474,test,5378.0
6477,test,489.0
6503,test,5365.0
6521,test,1784.0
6525,test,5358.0
6529,test,5355.0
6541,test,668.0
6544,test,1740.0
6547,test,5348.0
6554,test,710.0
6577,test,150.0
6580,test,5340.0
6607,test,1777.0
6610,test,1710.0
6612,test,5332.0
6614,test,1003.0
6615,test,5330.0
6622,test,5326.0
6625,test,5325.0
6627,test,628.0
6629,test,628.0
6638,test,1002.0
6639,test,1002.0
6669,test,5314.0
6678,test,621.0
6682,test,621.0
6683,test,621.0
6687,test,1000.0
6694,test,1764.0
6702,test,5307.0
6705,test,1000.0
6708,test,1767.0
6709,test,1767.0
6710,test,1000.0
6716,test,621.0
6721,test,1764.0
6745,test,288.0
6749,test,288.0
6753,test,403.0
6780,test,5292.0
6783,test,288.0
6784,test,288.0
6803,test,5283.0
6804,test,5282.0
6822,test,5278.0
6824,test,5277.0
6830,test,97.0
6831,test,97.0
6846,test,5272.0
6847,test,5271.0
6849,test,5269.0
6853,test,1261.0
6857,test,1756.0
6858,test,1756.0
6864,test,5260.0
6880,test,5251.0
6884,test,1755.0
6889,test,5247.0
6890,test,1749.0
6892,test,1755.0
6896,test,5245.0
6903,test,5242.0
6907,test,1495.0
6909,test,1753.0
6911,test,5239.0
6913,test,1491.0
6917,test,399.0
6921,test,399.0
6926,test,399.0
6942,test,614.0
6970,test,1750.0
6971,test,1750.0
6972,test,988.0
6977,test,5227.0
6981,test,988.0
6993,test,5221.0
6995,test,1749.0
6998,test,988.0
7000,test,5218.0
7007,test,5214.0
7013,test,1741.0
7016,test,1746.0
7040,test,5204.0
7041,test,5203.0
7046,test,5200.0
7055,test,5193.0
7057,test,5191.0
7059,test,5190.0
7067,test,1741.0
7069,test,5188.0
7082,test,5180.0
7083,test,1740.0
7088,test,1739.0
7089,test,1739.0
7091,test,734.0
7094,test,5176.0
7105,test,1738.0
7106,test,1738.0
7107,test,5168.0
7113,test,5164.0
7114,test,395.0
7121,test,1737.0
7123,test,5160.0
7128,test,5158.0
7133,test,5154.0
7141,test,5153.0
7149,test,5149.0
7150,test,1735.0
7151,test,1735.0
7154,test,5146.0
7159,test,5143.0
7174,test,5136.0
7175,test,5135.0
7176,test,1152.0
7182,test,32.0
7184,test,32.0
7188,test,32.0
7190,test,32.0
7194,test,32.0
7209,test,1730.0
7210,test,209.0
7211,test,5130.0
7213,test,399.0
7221,test,5125.0
7231,test,158.0
7232,test,5120.0
7242,test,1729.0
7245,test,5116.0
7254,test,5111.0
7256,test,5109.0
7266,test,5101.0
7276,test,5093.0
7277,test,5092.0
7280,test,5090.0
7291,test,32.0
7293,test,32.0
7294,test,32.0
7295,test,32.0
7296,test,32.0
7299,test,5089.0
7300,test,1727.0
7301,test,1428.0
7310,test,5084.0
7311,test,5083.0
7314,test,5081.0
7331,test,5074.0
7334,test,5072.0
7345,test,1042.0
7364,test,5059.0
7366,test,5058.0
7367,test,5057.0
7369,test,5056.0
7399,test,5047.0
7401,test,5045.0
7403,test,976.0
7404,test,976.0
7405,test,976.0
7409,test,5040.0
7433,test,1422.0
7439,test,5032.0
7445,test,5027.0
7448,test,5025.0
7465,test,5014.0
7473,test,399.0
7488,test,971.0
7491,test,971.0
7496,test,1712.0
7497,test,1712.0
7506,test,4999.0
7510,test,4996.0
7513,test,4995.0
7528,test,1710.0
7530,test,4988.0
7535,test,150.0
7544,test,1708.0
7554,test,4979.0
7559,test,4977.0
7561,test,4975.0
7576,test,604.0
7581,test,604.0
7587,test,4968.0
7596,test,4965.0
7597,test,51.0
7618,test,4957.0
7626,test,4951.0
7682,test,1699.0
7693,test,4929.0
7694,test,4928.0
7695,test,427.0
7700,test,4926.0
7707,test,4922.0
7729,test,4915.0
7744,test,965.0
7748,test,4907.0
7749,test,4906.0
7751,test,4904.0
7758,test,4900.0
7768,test,839.0
7771,test,839.0
7772,test,4895.0
7816,test,752.0
7818,test,4887.0
7842,test,4883.0
7844,test,4881.0
7852,test,4877.0
7861,test,4871.0
7880,test,4867.0
7881,test,4866.0
7896,test,4862.0
7940,test,1211.0
7941,test,1685.0
7942,test,1207.0
7944,test,4851.0
7954,test,738.0
7955,test,4844.0
7956,test,4843.0
7962,test,1680.0
7964,test,4839.0
7971,test,595.0
7972,test,595.0
7975,test,1329.0
7978,test,1680.0
7980,test,1679.0
7982,test,962.0
7985,test,962.0
7986,test,962.0
8012,test,4834.0
8020,test,1678.0
8021,test,1678.0
8022,test,1677.0
8028,test,1150.0
8036,test,4825.0
8060,test,4818.0
8066,test,20.0
8069,test,4812.0
8072,test,4810.0
8081,test,4804.0
8099,test,1673.0
8121,test,4799.0
8123,test,4798.0
8134,test,4796.0
8147,test,1670.0
8148,test,4794.0
8171,test,4790.0
8173,test,4789.0
8176,test,4788.0
8178,test,4786.0
8208,test,4777.0
8255,test,1664.0
8256,test,1664.0
8262,test,4765.0
8276,test,4759.0
8296,test,4749.0
8299,test,4747.0
8308,test,4743.0
8320,test,4741.0
8353,test,4738.0
8354,test,4737.0
8371,test,4733.0
8373,test,4732.0
8427,test,4706.0
8447,test,4698.0
8465,test,1658.0
8466,test,1657.0
8467,test,1657.0
8472,test,4694.0
8478,test,42.0
8481,test,4692.0
8491,test,589.0
8499,test,588.0
8540,test,4678.0
8543,test,4677.0
8557,test,234.0
8568,test,4672.0
8587,test,4666.0
8595,test,945.0
8613,test,1651.0
8624,test,1161.0
8632,test,4660.0
8649,test,4652.0
8659,test,4648.0
8664,test,945.0
8686,test,4639.0
8697,test,4636.0
8707,test,1083.0
8709,test,680.0
8711,test,942.0
8719,test,34.0
8720,test,34.0
8721,test,34.0
8722,test,34.0
8723,test,34.0
8726,test,94.0
8733,test,4626.0
8747,test,4624.0
8764,test,4617.0
8765,test,768.0
8802,test,937.0
8803,test,937.0
8804,test,4603.0
8819,test,932.0
8823,test,932.0
8824,test,1642.0
8835,test,932.0
8838,test,4598.0
8839,test,1640.0
8840,test,1640.0
8842,test,34.0
8858,test,51.0
8859,test,4592.0
8873,test,4588.0
8910,test,4575.0
8912,test,4573.0
8936,test,4566.0
8948,test,4560.0
8949,test,4559.0
