,0
FP_173,0.0
FP_174,0.0
FP_175,0.0
FP_176,0.0
FP_177,0.0
FP_178,0.0
FP_179,0.0
FP_180,0.0
FP_181,0.0
FP_182,0.0
FP_183,0.0
FP_184,0.0
FP_185,0.0
FP_186,0.0
FP_187,0.0
FP_188,0.0
FP_189,0.0
FP_190,0.0
FP_191,0.0
FP_192,0.0
FP_193,0.0
FP_194,0.0
FP_195,0.0
FP_196,0.0
FP_197,0.0
FP_198,0.0
FP_199,0.0
FP_200,0.0
FP_201,0.0
FP_202,0.0
FP_203,0.0
FP_204,0.0
FP_205,0.0
FP_206,0.0
FP_207,0.0
FP_208,0.0
FP_209,0.0
FP_210,0.0
FP_211,0.0
FP_212,0.0
FP_213,0.0
FP_214,0.0
FP_215,0.0
FP_216,0.0
FP_217,0.0
FP_218,0.0
FP_219,0.0
FP_220,0.0
FP_221,0.0
FP_222,0.0
FP_223,0.0
FP_224,0.0
FP_225,0.0
FP_226,0.0
FP_227,0.0
FP_228,0.0
FP_229,0.0
FP_230,0.0
FP_231,0.0
FP_232,0.0
FP_233,0.0
FP_234,0.0
FP_235,0.0
FP_236,0.0
FP_237,0.0
FP_238,0.0
FP_239,0.0
FP_240,0.0
FP_241,0.0
FP_242,0.0
FP_243,0.0
FP_244,0.0
FP_245,0.0
FP_246,0.0
FP_247,0.0
FP_248,0.0
FP_249,0.0
FP_250,0.0
FP_251,0.0
FP_252,0.0
FP_253,0.0
FP_254,0.0
FP_255,0.0
FP_256,0.0
FP_257,0.0
FP_258,0.0
FP_259,0.0
FP_260,0.0
FP_261,0.0
FP_262,0.0
FP_263,0.0
FP_264,0.0
FP_265,0.0
FP_266,0.0
FP_267,0.0
FP_268,0.0
FP_269,0.0
FP_270,0.0
FP_271,0.0
FP_272,0.0
FP_273,0.0
FP_274,0.0
FP_275,0.0
FP_276,0.0
FP_277,0.0
FP_278,0.0
FP_279,0.0
FP_280,0.0
FP_281,0.0
FP_282,0.0
FP_283,0.0
FP_284,0.0
FP_285,0.0
FP_286,0.0
FP_287,0.0
FP_288,0.0
FP_289,0.0
FP_290,0.0
FP_291,0.0
FP_292,0.0
FP_293,0.0
FP_294,0.0
FP_295,0.0
FP_296,0.0
FP_297,0.0
FP_298,0.0
FP_299,0.0
FP_300,0.0
FP_301,0.0
FP_302,0.0
FP_303,0.0
FP_304,0.0
FP_305,0.0
FP_306,0.0
FP_307,0.0
FP_308,0.0
FP_309,0.0
FP_310,0.0
FP_311,0.0
FP_312,0.0
FP_313,0.0
FP_314,0.0
FP_315,0.0
FP_316,0.0
FP_317,0.0
FP_318,0.0
FP_319,0.0
FP_320,0.0
FP_321,0.0
FP_322,0.0
FP_323,0.0
FP_324,0.0
FP_325,0.0
FP_326,0.0
FP_327,0.0
FP_328,0.0
FP_329,0.0
FP_330,0.0
FP_331,0.0
FP_332,0.0
FP_333,0.0
FP_334,0.0
FP_335,0.0
FP_336,0.0
FP_337,0.0
FP_338,0.0
FP_339,0.0
FP_340,0.0
FP_341,0.0
FP_342,0.0
FP_343,0.0
FP_344,0.0
FP_345,0.0
FP_346,0.0
FP_347,0.0
FP_348,0.0
FP_349,0.0
FP_350,0.0
FP_351,0.0
FP_352,0.0
FP_353,0.0
FP_354,0.0
FP_355,0.0
FP_356,0.0
FP_357,0.0
FP_358,0.0
FP_359,0.0
FP_360,0.0
FP_361,0.0
FP_362,0.0
FP_363,0.0
FP_364,0.0
FP_365,0.0
FP_366,0.0
FP_367,0.0
FP_368,0.0
FP_369,0.0
FP_370,0.0
FP_371,0.0
FP_372,0.0
FP_373,0.0
FP_374,0.0
FP_375,0.0
FP_376,0.0
FP_377,0.0
FP_378,0.0
FP_379,0.0
FP_380,0.0
FP_381,0.0
FP_382,0.0
FP_383,0.0
FP_384,0.0
FP_385,0.0
FP_386,0.0
FP_387,0.0
FP_388,0.0
FP_389,0.0
FP_390,0.0
FP_391,0.0
FP_392,0.0
FP_393,0.0
FP_394,0.0
FP_395,0.0
FP_396,0.0
FP_397,0.0
FP_398,0.0
FP_399,0.0
FP_400,0.0
FP_401,0.0
FP_402,0.0
FP_403,0.0
FP_404,0.0
FP_405,0.0
FP_406,0.0
FP_407,0.0
FP_408,0.0
FP_409,0.0
FP_410,0.0
FP_411,0.0
FP_412,0.0
FP_413,0.0
FP_414,0.0
FP_415,0.0
FP_416,0.0
FP_417,0.0
FP_418,0.0
FP_419,0.0
FP_420,0.0
FP_421,0.0
FP_422,0.0
FP_423,0.0
FP_424,0.0
FP_425,0.0
FP_426,0.0
FP_427,0.0
FP_428,0.0
FP_429,0.0
FP_430,0.0
FP_431,0.0
FP_432,0.0
FP_433,0.0
FP_434,0.0
FP_435,0.0
FP_436,0.0
FP_437,0.0
FP_438,0.0
FP_439,0.0
FP_440,0.0
FP_441,0.0
FP_442,0.0
FP_443,0.0
FP_444,0.0
FP_445,0.0
FP_446,0.0
FP_447,0.0
FP_448,0.0
FP_449,0.0
FP_450,0.0
FP_451,0.0
FP_452,0.0
FP_453,0.0
FP_454,0.0
FP_455,0.0
FP_456,0.0
FP_457,0.0
FP_458,0.0
FP_459,0.0
FP_460,0.0
FP_461,0.0
FP_462,0.0
FP_463,0.0
FP_464,0.0
FP_465,0.0
FP_466,0.0
FP_467,0.0
FP_468,0.0
FP_469,0.0
FP_470,0.0
FP_471,0.0
FP_472,0.0
FP_473,0.0
FP_474,0.0
FP_475,0.0
FP_476,0.0
FP_477,0.0
FP_478,0.0
FP_479,0.0
FP_480,0.0
FP_481,0.0
FP_482,0.0
FP_483,0.0
FP_484,0.0
FP_485,0.0
FP_486,0.0
FP_487,0.0
FP_488,0.0
FP_489,0.0
FP_490,0.0
FP_491,0.0
FP_492,0.0
FP_493,0.0
FP_494,0.0
FP_495,0.0
FP_496,0.0
FP_497,0.0
FP_498,0.0
FP_499,0.0
FP_500,0.0
FP_501,0.0
FP_502,0.0
FP_503,0.0
FP_504,0.0
FP_505,0.0
FP_506,0.0
FP_507,0.0
FP_508,0.0
FP_509,0.0
FP_510,0.0
FP_511,0.0
FP_512,0.0
FP_513,0.0
FP_514,0.0
FP_515,0.0
FP_516,0.0
FP_517,0.0
FP_518,0.0
FP_519,0.0
FP_520,0.0
FP_521,0.0
FP_522,0.0
FP_523,0.0
FP_524,0.0
FP_525,0.0
FP_526,0.0
FP_527,0.0
FP_528,0.0
FP_529,0.0
FP_530,0.0
FP_531,0.0
FP_532,0.0
FP_533,0.0
FP_534,0.0
FP_535,0.0
FP_536,0.0
FP_537,0.0
FP_538,0.0
FP_539,0.0
FP_540,0.0
FP_541,0.0
FP_542,0.0
FP_543,0.0
FP_544,0.0
FP_545,0.0
FP_546,0.0
FP_547,0.0
FP_548,0.0
FP_549,0.0
FP_550,0.0
FP_551,0.0
FP_552,0.0
FP_553,0.0
FP_554,0.0
FP_555,0.0
FP_556,0.0
FP_557,0.0
FP_558,0.0
FP_559,0.0
FP_560,0.0
FP_561,0.0
FP_562,0.0
FP_563,0.0
FP_564,0.0
FP_565,0.0
FP_566,0.0
FP_567,0.0
FP_568,0.0
FP_569,0.0
FP_570,0.0
FP_571,0.0
FP_572,0.0
FP_573,0.0
FP_574,0.0
FP_575,0.0
FP_576,0.0
FP_577,0.0
FP_578,0.0
FP_579,0.0
FP_580,0.0
FP_581,0.0
FP_582,0.0
FP_583,0.0
FP_584,0.0
FP_585,0.0
FP_586,0.0
FP_587,0.0
FP_588,0.0
FP_589,0.0
FP_590,0.0
FP_591,0.0
FP_592,0.0
FP_593,0.0
FP_594,0.0
FP_595,0.0
FP_596,0.0
FP_597,0.0
FP_598,0.0
FP_599,0.0
FP_600,0.0
FP_601,0.0
FP_602,0.0
FP_603,0.0
FP_604,0.0
FP_605,0.0
FP_606,0.0
FP_607,0.0
FP_608,0.0
FP_609,0.0
FP_610,0.0
FP_611,0.0
FP_612,0.0
FP_613,0.0
FP_614,0.0
FP_615,0.0
FP_616,0.0
FP_617,0.0
FP_618,0.0
FP_619,0.0
FP_620,0.0
FP_621,0.0
FP_622,0.0
FP_623,0.0
FP_624,0.0
FP_625,0.0
FP_626,0.0
FP_627,0.0
FP_628,0.0
FP_629,0.0
FP_630,0.0
FP_631,0.0
FP_632,0.0
FP_633,0.0
FP_634,0.0
FP_635,0.0
FP_636,0.0
FP_637,0.0
FP_638,0.0
FP_639,0.0
FP_640,0.0
FP_641,0.0
FP_642,0.0
FP_643,0.0
FP_644,0.0
FP_645,0.0
FP_646,0.0
FP_647,0.0
FP_648,0.0
FP_649,0.0
FP_650,1.0
FP_651,0.0
FP_652,0.0
FP_653,0.0
FP_654,0.0
FP_655,0.0
FP_656,0.0
FP_657,0.0
FP_658,0.0
FP_659,0.0
FP_660,0.0
FP_661,0.0
FP_662,0.0
FP_663,0.0
FP_664,0.0
FP_665,0.0
FP_666,0.0
FP_667,0.0
FP_668,0.0
FP_669,0.0
FP_670,0.0
FP_671,0.0
FP_672,0.0
FP_673,0.0
FP_674,0.0
FP_675,0.0
FP_676,0.0
FP_677,0.0
FP_678,0.0
FP_679,0.0
FP_680,0.0
FP_681,0.0
FP_682,0.0
FP_683,0.0
FP_684,0.0
FP_685,0.0
FP_686,0.0
FP_687,0.0
FP_688,0.0
FP_689,0.0
FP_690,0.0
FP_691,0.0
FP_692,0.0
FP_693,0.0
FP_694,0.0
FP_695,0.0
FP_696,0.0
FP_697,0.0
FP_698,0.0
FP_699,0.0
FP_700,0.0
FP_701,0.0
FP_702,0.0
FP_703,0.0
FP_704,0.0
FP_705,0.0
FP_706,0.0
FP_707,0.0
FP_708,0.0
FP_709,0.0
FP_710,0.0
FP_711,0.0
FP_712,0.0
FP_713,0.0
FP_714,0.0
FP_715,0.0
FP_716,0.0
FP_717,0.0
FP_718,0.0
FP_719,0.0
FP_720,0.0
FP_721,0.0
FP_722,0.0
FP_723,0.0
FP_724,0.0
FP_725,0.0
FP_726,0.0
FP_727,0.0
FP_728,0.0
FP_729,0.0
FP_730,0.0
FP_731,0.0
FP_732,0.0
FP_733,0.0
FP_734,0.0
FP_735,0.0
FP_736,0.0
FP_737,0.0
FP_738,0.0
FP_739,0.0
FP_740,0.0
FP_741,0.0
FP_742,0.0
FP_743,0.0
FP_744,0.0
FP_745,0.0
FP_746,0.0
FP_747,0.0
FP_748,0.0
FP_749,0.0
FP_750,0.0
FP_751,0.0
FP_752,0.0
FP_753,0.0
FP_754,0.0
FP_755,0.0
FP_756,0.0
FP_757,0.0
FP_758,0.0
FP_759,0.0
FP_760,0.0
FP_761,0.0
FP_762,0.0
FP_763,0.0
FP_764,0.0
FP_765,0.0
FP_766,0.0
FP_767,0.0
FP_768,0.0
FP_769,0.0
FP_770,0.0
FP_771,0.0
FP_772,0.0
FP_773,0.0
FP_774,0.0
FP_775,0.0
FP_776,0.0
FP_777,0.0
FP_778,0.0
FP_779,0.0
FP_780,0.0
FP_781,0.0
FP_782,0.0
FP_783,0.0
FP_784,0.0
FP_785,0.0
FP_786,0.0
FP_787,0.0
FP_788,0.0
FP_789,0.0
FP_790,0.0
FP_791,0.0
FP_792,0.0
FP_793,0.0
FP_794,0.0
FP_795,0.0
FP_796,0.0
FP_797,0.0
FP_798,0.0
FP_799,0.0
FP_800,0.0
FP_801,0.0
FP_802,0.0
FP_803,0.0
FP_804,0.0
FP_805,0.0
FP_806,0.0
FP_807,1.0
FP_808,0.0
FP_809,0.0
FP_810,0.0
FP_811,0.0
FP_812,0.0
FP_813,0.0
FP_814,0.0
FP_815,0.0
FP_816,0.0
FP_817,0.0
FP_818,0.0
FP_819,0.0
FP_820,0.0
FP_821,0.0
FP_822,0.0
FP_823,0.0
FP_824,0.0
FP_825,0.0
FP_826,0.0
FP_827,0.0
FP_828,0.0
FP_829,0.0
FP_830,0.0
FP_831,0.0
FP_832,0.0
FP_833,0.0
FP_834,0.0
FP_835,0.0
FP_836,0.0
FP_837,0.0
FP_838,0.0
FP_839,0.0
FP_840,0.0
FP_841,0.0
FP_842,0.0
FP_843,0.0
FP_844,0.0
FP_845,0.0
FP_846,0.0
FP_847,0.0
FP_848,0.0
FP_849,0.0
FP_850,0.0
FP_851,0.0
FP_852,0.0
FP_853,0.0
FP_854,0.0
FP_855,0.0
FP_856,0.0
FP_857,0.0
FP_858,0.0
FP_859,0.0
FP_860,0.0
FP_861,0.0
FP_862,0.0
FP_863,0.0
FP_864,0.0
FP_865,0.0
FP_866,0.0
FP_867,0.0
FP_868,0.0
FP_869,0.0
FP_870,0.0
FP_871,0.0
FP_872,0.0
FP_873,0.0
FP_874,0.0
FP_875,0.0
FP_876,0.0
FP_877,0.0
FP_878,0.0
FP_879,0.0
FP_880,0.0
FP_881,0.0
FP_882,0.0
FP_883,0.0
FP_884,0.0
FP_885,0.0
FP_886,0.0
FP_887,0.0
FP_888,0.0
FP_889,0.0
FP_890,0.0
FP_891,0.0
FP_892,0.0
FP_893,0.0
FP_894,0.0
FP_895,0.0
FP_896,0.0
FP_897,0.0
FP_898,0.0
FP_899,0.0
FP_900,0.0
FP_901,0.0
FP_902,0.0
FP_903,0.0
FP_904,0.0
FP_905,0.0
FP_906,0.0
FP_907,0.0
FP_908,0.0
FP_909,0.0
FP_910,0.0
FP_911,0.0
FP_912,0.0
FP_913,0.0
FP_914,0.0
FP_915,0.0
FP_916,0.0
FP_917,0.0
FP_918,0.0
FP_919,0.0
FP_920,0.0
FP_921,0.0
FP_922,0.0
FP_923,0.0
FP_924,0.0
FP_925,0.0
FP_926,0.0
FP_927,0.0
FP_928,0.0
FP_929,0.0
FP_930,0.0
FP_931,0.0
FP_932,0.0
FP_933,0.0
FP_934,0.0
FP_935,0.0
FP_936,0.0
FP_937,0.0
FP_938,0.0
FP_939,0.0
FP_940,0.0
FP_941,0.0
FP_942,0.0
FP_943,0.0
FP_944,0.0
FP_945,0.0
FP_946,0.0
FP_947,0.0
FP_948,0.0
FP_949,0.0
FP_950,0.0
FP_951,0.0
FP_952,0.0
FP_953,0.0
FP_954,0.0
FP_955,0.0
FP_956,0.0
FP_957,0.0
FP_958,0.0
FP_959,0.0
FP_960,0.0
FP_961,0.0
FP_962,0.0
FP_963,0.0
FP_964,0.0
FP_965,0.0
FP_966,0.0
FP_967,0.0
FP_968,0.0
FP_969,0.0
FP_970,0.0
FP_971,0.0
FP_972,0.0
FP_973,0.0
FP_974,0.0
FP_975,0.0
FP_976,0.0
FP_977,0.0
FP_978,0.0
FP_979,0.0
FP_980,0.0
FP_981,0.0
FP_982,0.0
FP_983,0.0
FP_984,0.0
FP_985,0.0
FP_986,0.0
FP_987,0.0
FP_988,0.0
FP_989,0.0
FP_990,0.0
FP_991,0.0
FP_992,0.0
FP_993,0.0
FP_994,0.0
FP_995,0.0
FP_996,0.0
FP_997,0.0
FP_998,0.0
FP_999,0.0
FP_1000,0.0
FP_1001,0.0
FP_1002,0.0
FP_1003,0.0
FP_1004,0.0
FP_1005,0.0
FP_1006,0.0
FP_1007,0.0
FP_1008,0.0
FP_1009,0.0
FP_1010,0.0
FP_1011,0.0
FP_1012,0.0
FP_1013,0.0
FP_1014,0.0
FP_1015,0.0
FP_1016,0.0
FP_1017,0.0
FP_1018,0.0
FP_1019,0.0
FP_1020,0.0
FP_1021,0.0
FP_1022,0.0
FP_1023,0.0
FP_1024,0.0
FP_1025,0.0
FP_1026,0.0
FP_1027,0.0
FP_1028,0.0
FP_1029,0.0
FP_1030,0.0
FP_1031,0.0
FP_1032,0.0
FP_1033,0.0
FP_1034,0.0
FP_1035,0.0
FP_1036,0.0
FP_1037,0.0
FP_1038,0.0
FP_1039,0.0
FP_1040,0.0
FP_1041,0.0
FP_1042,0.0
FP_1043,0.0
FP_1044,0.0
FP_1045,0.0
FP_1046,0.0
FP_1047,0.0
FP_1048,0.0
FP_1049,0.0
FP_1050,0.0
FP_1051,0.0
FP_1052,0.0
FP_1053,0.0
FP_1054,0.0
FP_1055,0.0
FP_1056,0.0
FP_1057,1.0
FP_1058,0.0
FP_1059,0.0
FP_1060,0.0
FP_1061,0.0
FP_1062,0.0
FP_1063,0.0
FP_1064,0.0
FP_1065,0.0
FP_1066,0.0
FP_1067,0.0
FP_1068,0.0
FP_1069,0.0
FP_1070,0.0
FP_1071,0.0
FP_1072,0.0
FP_1073,0.0
FP_1074,0.0
FP_1075,0.0
FP_1076,0.0
FP_1077,0.0
FP_1078,0.0
FP_1079,0.0
FP_1080,0.0
FP_1081,0.0
FP_1082,0.0
FP_1083,0.0
FP_1084,0.0
FP_1085,0.0
FP_1086,0.0
FP_1087,0.0
FP_1088,0.0
FP_1089,0.0
FP_1090,0.0
FP_1091,0.0
FP_1092,0.0
FP_1093,0.0
FP_1094,0.0
FP_1095,0.0
FP_1096,0.0
FP_1097,0.0
FP_1098,0.0
FP_1099,0.0
FP_1100,0.0
FP_1101,0.0
FP_1102,0.0
FP_1103,0.0
FP_1104,0.0
FP_1105,0.0
FP_1106,0.0
FP_1107,0.0
FP_1108,0.0
FP_1109,0.0
FP_1110,0.0
FP_1111,0.0
FP_1112,0.0
FP_1113,0.0
FP_1114,0.0
FP_1115,0.0
FP_1116,0.0
FP_1117,0.0
FP_1118,0.0
FP_1119,0.0
FP_1120,0.0
FP_1121,0.0
FP_1122,0.0
FP_1123,0.0
FP_1124,0.0
FP_1125,0.0
FP_1126,0.0
FP_1127,0.0
FP_1128,0.0
FP_1129,0.0
FP_1130,0.0
FP_1131,0.0
FP_1132,0.0
FP_1133,0.0
FP_1134,0.0
FP_1135,0.0
FP_1136,0.0
FP_1137,0.0
FP_1138,0.0
FP_1139,0.0
FP_1140,0.0
FP_1141,0.0
FP_1142,0.0
FP_1143,0.0
FP_1144,0.0
FP_1145,0.0
FP_1146,0.0
FP_1147,0.0
FP_1148,0.0
FP_1149,0.0
FP_1150,0.0
FP_1151,0.0
FP_1152,0.0
FP_1153,0.0
FP_1154,0.0
FP_1155,0.0
FP_1156,0.0
FP_1157,0.0
FP_1158,0.0
FP_1159,0.0
FP_1160,0.0
FP_1161,0.0
FP_1162,0.0
FP_1163,0.0
FP_1164,0.0
FP_1165,0.0
FP_1166,0.0
FP_1167,0.0
FP_1168,0.0
FP_1169,0.0
FP_1170,0.0
FP_1171,0.0
FP_1172,0.0
FP_1173,0.0
FP_1174,0.0
FP_1175,0.0
FP_1176,0.0
FP_1177,0.0
FP_1178,0.0
FP_1179,0.0
FP_1180,0.0
FP_1181,0.0
FP_1182,0.0
FP_1183,0.0
FP_1184,0.0
FP_1185,0.0
FP_1186,0.0
FP_1187,0.0
FP_1188,0.0
FP_1189,0.0
FP_1190,0.0
FP_1191,0.0
FP_1192,0.0
FP_1193,0.0
FP_1194,0.0
FP_1195,0.0
FP_1196,0.0
FP_1197,0.0
FP_1198,0.0
FP_1199,0.0
FP_1200,0.0
FP_1201,0.0
FP_1202,0.0
FP_1203,0.0
FP_1204,0.0
FP_1205,0.0
FP_1206,0.0
FP_1207,0.0
FP_1208,0.0
FP_1209,0.0
FP_1210,0.0
FP_1211,0.0
FP_1212,0.0
FP_1213,0.0
FP_1214,0.0
FP_1215,0.0
FP_1216,0.0
FP_1217,0.0
FP_1218,0.0
FP_1219,0.0
FP_1220,0.0
FP_1221,0.0
FP_1222,0.0
FP_1223,0.0
FP_1224,0.0
FP_1225,0.0
FP_1226,0.0
FP_1227,0.0
FP_1228,0.0
FP_1229,0.0
FP_1230,0.0
FP_1231,0.0
FP_1232,0.0
FP_1233,0.0
FP_1234,0.0
FP_1235,0.0
FP_1236,0.0
FP_1237,0.0
FP_1238,0.0
FP_1239,0.0
FP_1240,0.0
FP_1241,0.0
FP_1242,0.0
FP_1243,0.0
FP_1244,0.0
FP_1245,0.0
FP_1246,0.0
FP_1247,0.0
FP_1248,0.0
FP_1249,0.0
FP_1250,0.0
FP_1251,0.0
FP_1252,0.0
FP_1253,0.0
FP_1254,0.0
FP_1255,0.0
FP_1256,0.0
FP_1257,0.0
FP_1258,0.0
FP_1259,0.0
FP_1260,0.0
FP_1261,0.0
FP_1262,0.0
FP_1263,0.0
FP_1264,0.0
FP_1265,0.0
FP_1266,0.0
FP_1267,0.0
FP_1268,0.0
FP_1269,0.0
FP_1270,0.0
FP_1271,0.0
FP_1272,0.0
FP_1273,0.0
FP_1274,0.0
FP_1275,0.0
FP_1276,0.0
FP_1277,0.0
FP_1278,0.0
FP_1279,0.0
FP_1280,0.0
FP_1281,0.0
FP_1282,0.0
FP_1283,0.0
FP_1284,0.0
FP_1285,0.0
FP_1286,0.0
FP_1287,0.0
FP_1288,0.0
FP_1289,0.0
FP_1290,0.0
FP_1291,0.0
FP_1292,0.0
FP_1293,0.0
FP_1294,0.0
FP_1295,0.0
FP_1296,0.0
FP_1297,0.0
FP_1298,0.0
FP_1299,0.0
FP_1300,0.0
FP_1301,0.0
FP_1302,0.0
FP_1303,0.0
FP_1304,0.0
FP_1305,0.0
FP_1306,0.0
FP_1307,0.0
FP_1308,0.0
FP_1309,0.0
FP_1310,0.0
FP_1311,0.0
FP_1312,0.0
FP_1313,0.0
FP_1314,0.0
FP_1315,0.0
FP_1316,0.0
FP_1317,0.0
FP_1318,0.0
FP_1319,0.0
FP_1320,0.0
FP_1321,0.0
FP_1322,0.0
FP_1323,0.0
FP_1324,0.0
FP_1325,0.0
FP_1326,0.0
FP_1327,0.0
FP_1328,0.0
FP_1329,0.0
FP_1330,0.0
FP_1331,0.0
FP_1332,0.0
FP_1333,0.0
FP_1334,0.0
FP_1335,0.0
FP_1336,0.0
FP_1337,0.0
FP_1338,0.0
FP_1339,0.0
FP_1340,0.0
FP_1341,0.0
FP_1342,0.0
FP_1343,0.0
FP_1344,0.0
FP_1345,0.0
FP_1346,0.0
FP_1347,0.0
FP_1348,0.0
FP_1349,0.0
FP_1350,0.0
FP_1351,0.0
FP_1352,0.0
FP_1353,0.0
FP_1354,0.0
FP_1355,0.0
FP_1356,0.0
FP_1357,0.0
FP_1358,0.0
FP_1359,0.0
FP_1360,0.0
FP_1361,0.0
FP_1362,0.0
FP_1363,0.0
FP_1364,0.0
FP_1365,0.0
FP_1366,0.0
FP_1367,0.0
FP_1368,0.0
FP_1369,0.0
FP_1370,0.0
FP_1371,0.0
FP_1372,0.0
FP_1373,0.0
FP_1374,0.0
FP_1375,0.0
FP_1376,0.0
FP_1377,0.0
FP_1378,0.0
FP_1379,0.0
FP_1380,1.0
FP_1381,0.0
FP_1382,0.0
FP_1383,0.0
FP_1384,0.0
FP_1385,0.0
FP_1386,0.0
FP_1387,0.0
FP_1388,0.0
FP_1389,0.0
FP_1390,0.0
FP_1391,0.0
FP_1392,0.0
FP_1393,0.0
FP_1394,0.0
FP_1395,0.0
FP_1396,0.0
FP_1397,0.0
FP_1398,0.0
FP_1399,0.0
FP_1400,0.0
FP_1401,0.0
FP_1402,0.0
FP_1403,0.0
FP_1404,0.0
FP_1405,0.0
FP_1406,0.0
FP_1407,0.0
FP_1408,0.0
FP_1409,0.0
FP_1410,0.0
FP_1411,0.0
FP_1412,0.0
FP_1413,0.0
FP_1414,0.0
FP_1415,0.0
FP_1416,0.0
FP_1417,0.0
FP_1418,0.0
FP_1419,0.0
FP_1420,0.0
FP_1421,0.0
FP_1422,0.0
FP_1423,0.0
FP_1424,0.0
FP_1425,0.0
FP_1426,0.0
FP_1427,0.0
FP_1428,0.0
FP_1429,0.0
FP_1430,0.0
FP_1431,0.0
FP_1432,0.0
FP_1433,0.0
FP_1434,0.0
FP_1435,0.0
FP_1436,0.0
FP_1437,0.0
FP_1438,0.0
FP_1439,0.0
FP_1440,0.0
FP_1441,0.0
FP_1442,0.0
FP_1443,0.0
FP_1444,0.0
FP_1445,0.0
FP_1446,0.0
FP_1447,0.0
FP_1448,0.0
FP_1449,0.0
FP_1450,0.0
FP_1451,0.0
FP_1452,0.0
FP_1453,0.0
FP_1454,0.0
FP_1455,0.0
FP_1456,0.0
FP_1457,0.0
FP_1458,0.0
FP_1459,0.0
FP_1460,0.0
FP_1461,0.0
FP_1462,0.0
FP_1463,0.0
FP_1464,0.0
FP_1465,0.0
FP_1466,0.0
FP_1467,0.0
FP_1468,0.0
FP_1469,0.0
FP_1470,0.0
FP_1471,0.0
FP_1472,0.0
FP_1473,0.0
FP_1474,0.0
FP_1475,0.0
FP_1476,0.0
FP_1477,0.0
FP_1478,0.0
FP_1479,0.0
FP_1480,0.0
FP_1481,0.0
FP_1482,0.0
FP_1483,0.0
FP_1484,0.0
FP_1485,0.0
FP_1486,0.0
FP_1487,0.0
FP_1488,0.0
FP_1489,0.0
FP_1490,0.0
FP_1491,0.0
FP_1492,0.0
FP_1493,0.0
FP_1494,0.0
FP_1495,0.0
